speaker,start_time,end_time,text
MATT,00:00:00,00:00:06,"Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:10,(high-pitched and silly voices) We play Dungeons & Dragons!
MATT,00:00:10,00:00:41,"The evolution is something. Thank you for joining us. Before we jump into tonight's episode, we have some announcements to get through, beginning with the first of our two sponsors, which is tonight NordVPN, which means, it says here on the sheet, ""We have another technoriffic installment of 'Nord by Nordwest: 'The Quest for the Ultra Codex Reloaded.'"" (laughter) Which, apparently, is the title that Sam has now named these segments, so we'll just... You know what? Taliesin. Take it away, man."
TALIESIN,00:00:41,00:00:44,"Thank you, Matt. (laughter)"
LIAM,00:00:44,00:00:46,Look at Marisha.
TALIESIN,00:00:46,00:01:51,"As everyone on the dark net remembers, blackwillow69@aol.com and KryptonicOverride needed a level 12 master hacker to get them out of the internet. And it turns out you're looking at one. I, FreezerBurn, spent 10 long years in nano-jail for electro-crimes against webmanity. But now I'm hacking for friendship. (laughter) You see, I'm an old-school hacker, really old school. My power glove is cranked up to Duck Hunt, but my secret weapon is my mega abacus millennium edition, given to me by none other than Pharaoh Ramses III. (beads rattle) Let's get jiggy with it. (laughter) (beads rattling rapidly) One, two, three... Damn it! Looks like they're behind a plex-folded, Fortran flamewall! Ha! Child's Play, part two. Flip the floppy, unmax the headroom, shoot the C++, and Baloo the TaleSpin! Ugh, no. Not even my cyber abacus can unjack them. This is a two-man job."
ASHLEY,00:01:51,00:02:08,"(cockney accent) Oi, did you say two-man job? You-- (laughs) (laughter) You may've heard of me as the MadHatterson. Sure, me hacks on TV were mad fictional, but I wrote every script! Let's fuckin' rescue Laura!"
TALIESIN,00:02:08,00:02:08,And Sam!
ASHLEY,00:02:08,00:02:16,"What? Oi, yeah, of course, Sam too. Come on, let's use everything we got! (beads rattling) (laughter)"
TALIESIN,00:02:16,00:02:18,I'm dropping code I learned in the Dark Ages!
ASHLEY,00:02:18,00:02:22,This binary sequence has plateaued on me COSTART!
TALIESIN,00:02:22,00:02:25,Gilgamesh itself invented the DDoS attack!
ASHLEY,00:02:25,00:02:28,The cube shall be...
"ASHLEY, TALIESIN",00:02:28,00:02:32,Gleamed!
"LAURA, SAM",00:02:32,00:02:32,(gasping)
SAM,00:02:32,00:02:34,Did it work?
LAURA,00:02:34,00:02:34,We're back!
ASHLEY,00:02:34,00:02:39,Yes! Everything is A-OK!
