speaker,start_time,end_time,reason
SAM,00:03:23,00:03:23,invalid_range
SAM,00:03:25,00:03:25,invalid_range
TRAVIS,00:03:32,00:03:32,invalid_range
LAURA,00:05:14,00:05:14,invalid_range
LAURA,00:05:23,00:05:23,invalid_range
SAM,00:05:58,00:05:58,invalid_range
TRAVIS,00:05:59,00:05:59,invalid_range
SAM,00:09:13,00:09:13,invalid_range
ASHLEY,00:12:01,00:12:01,invalid_range
MATT,00:12:07,00:12:07,invalid_range
MARISHA,00:12:09,00:12:09,invalid_range
MATT,00:12:23,00:12:23,invalid_range
ASHLEY,00:12:25,00:12:25,invalid_range
TALIESIN,00:12:27,00:12:27,invalid_range
LAURA,00:14:46,00:14:46,invalid_range
LAURA,00:15:40,00:15:40,invalid_range
LAURA,00:18:18,00:18:18,invalid_range
LIAM,00:18:18,00:18:18,invalid_range
MATT,00:18:29,00:18:29,invalid_range
MATT,00:18:56,00:18:56,invalid_range
SAM,00:19:39,00:19:39,invalid_range
LAURA,00:19:41,00:19:41,invalid_range
LAURA,00:19:54,00:19:54,invalid_range
MATT,00:19:55,00:19:55,invalid_range
MATT,00:20:48,00:20:48,invalid_range
LIAM,00:21:27,00:21:27,invalid_range
TRAVIS,00:22:26,00:22:26,invalid_range
MATT,00:22:26,00:22:26,invalid_range
MATT,00:22:28,00:22:28,invalid_range
LAURA,00:23:12,00:23:12,invalid_range
MARISHA,00:23:21,00:23:21,invalid_range
ASHLEY,00:23:23,00:23:23,invalid_range
MATT,00:24:58,00:24:58,invalid_range
MARISHA,00:25:05,00:25:05,invalid_range
TRAVIS,00:25:28,00:25:28,invalid_range
TALIESIN,00:25:41,00:25:41,invalid_range
LAURA,00:26:03,00:26:03,invalid_range
MATT,00:27:22,00:27:22,invalid_range
LIAM,00:27:34,00:27:34,invalid_range
TRAVIS,00:27:35,00:27:35,invalid_range
TALIESIN,00:28:14,00:28:14,invalid_range
TALIESIN,00:28:46,00:28:46,invalid_range
SAM,00:29:07,00:29:07,invalid_range
TRAVIS,00:29:21,00:29:21,invalid_range
LAURA,00:29:23,00:29:23,invalid_range
SAM,00:29:24,00:29:24,invalid_range
MARISHA,00:29:34,00:29:34,invalid_range
MATT,00:29:44,00:29:44,invalid_range
SAM,00:31:40,00:31:40,invalid_range
MATT,00:31:42,00:31:42,invalid_range
SAM,00:31:42,00:31:42,invalid_range
MATT,00:32:43,00:32:43,invalid_range
LAURA,00:32:48,00:32:48,invalid_range
MATT,00:33:05,00:33:05,invalid_range
MATT,00:33:09,00:33:09,invalid_range
MATT,00:33:17,00:33:17,invalid_range
ASHLEY,00:33:25,00:33:25,invalid_range
MARISHA,00:34:09,00:34:09,invalid_range
SAM,00:34:18,00:34:18,invalid_range
SAM,00:34:21,00:34:21,invalid_range
MATT,00:34:35,00:34:35,invalid_range
LAURA,00:34:43,00:34:43,invalid_range
LAURA,00:35:19,00:35:19,invalid_range
SAM,00:35:44,00:35:44,invalid_range
SAM,00:35:50,00:35:50,invalid_range
MARISHA,00:35:52,00:35:52,invalid_range
LAURA,00:35:58,00:35:58,invalid_range
LAURA,00:36:00,00:36:00,invalid_range
TALIESIN,00:36:05,00:36:05,invalid_range
MATT,00:37:02,00:37:02,invalid_range
TRAVIS,00:37:06,00:37:06,invalid_range
LAURA,00:37:11,00:37:11,invalid_range
MATT,00:38:44,00:38:44,invalid_range
TALIESIN,00:38:48,00:38:48,invalid_range
TALIESIN,00:38:51,00:38:51,invalid_range
TRAVIS,00:38:58,00:38:58,invalid_range
TALIESIN,00:39:08,00:39:08,invalid_range
TALIESIN,00:39:14,00:39:14,invalid_range
MATT,00:40:18,00:40:18,invalid_range
LAURA,00:40:22,00:40:22,invalid_range
MATT,00:40:24,00:40:24,invalid_range
TALIESIN,00:40:49,00:40:49,invalid_range
TALIESIN,00:40:57,00:40:57,invalid_range
SAM,00:41:03,00:41:03,invalid_range
TALIESIN,00:41:04,00:41:04,invalid_range
ASHLEY,00:41:11,00:41:11,invalid_range
TALIESIN,00:41:49,00:41:49,invalid_range
TALIESIN,00:41:51,00:41:51,invalid_range
LAURA,00:42:57,00:42:57,invalid_range
TALIESIN,00:43:02,00:43:02,invalid_range
LAURA,00:43:15,00:43:15,invalid_range
LAURA,00:43:16,00:43:16,invalid_range
LAURA,00:43:23,00:43:23,invalid_range
