speaker,start_time,end_time,reason
SAM,00:02:33,00:02:33,invalid_range
MATT,00:02:50,00:02:50,invalid_range
TRAVIS,00:03:06,00:03:06,invalid_range
LAURA,00:03:18,00:03:18,invalid_range
TRAVIS,00:03:26,00:03:26,invalid_range
MARISHA,00:04:24,00:04:24,invalid_range
MARISHA,00:04:26,00:04:26,invalid_range
MATT,00:04:30,00:04:30,invalid_range
MARISHA,00:04:32,00:04:32,invalid_range
MARISHA,00:04:34,00:04:34,invalid_range
MARISHA,00:04:48,00:04:48,invalid_range
SAM,00:05:15,00:05:15,invalid_range
TRAVIS,00:05:16,00:05:16,invalid_range
LAURA,00:05:34,00:05:34,invalid_range
TALIESIN,00:05:42,00:05:42,invalid_range
MATT,00:06:24,00:06:24,invalid_range
LIAM,00:06:27,00:06:27,invalid_range
MATT,00:06:34,00:06:34,invalid_range
LIAM,00:06:55,00:06:55,invalid_range
MARISHA,00:07:07,00:07:07,invalid_range
MARISHA,00:07:11,00:07:11,invalid_range
LAURA,00:07:15,00:07:15,invalid_range
ASHLEY,00:07:17,00:07:17,invalid_range
MATT,00:07:18,00:07:18,invalid_range
LAURA,00:07:19,00:07:19,invalid_range
MARISHA,00:07:21,00:07:21,invalid_range
LAURA,00:07:22,00:07:22,invalid_range
LAURA,00:07:25,00:07:25,invalid_range
MATT,00:07:35,00:07:35,invalid_range
LAURA,00:07:40,00:07:40,invalid_range
SAM,00:08:08,00:08:08,invalid_range
LAURA,00:08:15,00:08:15,invalid_range
TALIESIN,00:08:36,00:08:36,invalid_range
LAURA,00:08:39,00:08:39,invalid_range
MATT,00:09:03,00:09:03,invalid_range
SAM,00:09:05,00:09:05,invalid_range
SAM,00:09:06,00:09:06,invalid_range
LAURA,00:09:23,00:09:23,invalid_range
MATT,00:10:05,00:10:05,invalid_range
MATT,00:10:07,00:10:07,invalid_range
MATT,00:12:18,00:12:18,invalid_range
SAM,00:12:25,00:12:25,invalid_range
MATT,00:14:04,00:14:04,invalid_range
MATT,00:15:56,00:15:56,invalid_range
LIAM,00:17:33,00:17:33,invalid_range
LIAM,00:18:05,00:18:05,invalid_range
LAURA,00:18:29,00:18:29,invalid_range
MATT,00:19:17,00:19:17,invalid_range
TALIESIN,00:20:47,00:20:47,invalid_range
TRAVIS,00:22:05,00:22:05,invalid_range
TRAVIS,00:25:08,00:25:08,invalid_range
MATT,00:25:44,00:25:44,invalid_range
SAM,00:28:42,00:28:42,invalid_range
MARISHA,00:29:48,00:29:48,invalid_range
MARISHA,00:30:52,00:30:52,invalid_range
SAM,00:32:08,00:32:08,invalid_range
TRAVIS,00:32:11,00:32:11,invalid_range
SAM,00:35:05,00:35:05,invalid_range
TRAVIS,00:35:07,00:35:07,invalid_range
MATT,00:36:35,00:36:35,invalid_range
MATT,00:36:36,00:36:36,invalid_range
TRAVIS,00:46:47,00:46:47,invalid_range
SAM,00:48:41,00:48:41,invalid_range
ASHLEY,00:49:06,00:49:06,invalid_range
ASHLEY,00:49:09,00:49:09,invalid_range
TRAVIS,00:49:11,00:49:11,invalid_range
LAURA,00:49:15,00:49:15,invalid_range
LAURA,00:49:37,00:49:37,invalid_range
LAURA,00:49:47,00:49:47,invalid_range
LAURA,00:53:07,00:53:07,invalid_range
MARISHA,00:53:19,00:53:19,invalid_range
LIAM,00:53:37,00:53:37,invalid_range
TALIESIN,00:55:03,00:55:03,invalid_range
LIAM,00:55:32,00:55:32,invalid_range
TALIESIN,00:56:09,00:56:09,invalid_range
TRAVIS,00:57:07,00:57:07,invalid_range
LIAM,00:57:14,00:57:14,invalid_range
LAURA,00:57:27,00:57:27,invalid_range
TALIESIN,00:58:13,00:58:13,invalid_range
LAURA,00:58:15,00:58:15,invalid_range
LAURA,00:59:23,00:59:23,invalid_range
MARISHA,00:59:52,00:59:52,invalid_range
TRAVIS,01:00:01,01:00:01,invalid_range
TALIESIN,01:00:16,01:00:16,invalid_range
TRAVIS,01:00:30,01:00:30,invalid_range
TRAVIS,01:01:23,01:01:23,invalid_range
ASHLEY,01:01:47,01:01:47,invalid_range
ASHLEY,01:01:50,01:01:50,invalid_range
TALIESIN,01:02:08,01:02:08,invalid_range
SAM,01:02:20,01:02:20,invalid_range
SAM,01:02:22,01:02:22,invalid_range
TRAVIS,01:02:57,01:02:57,invalid_range
TALIESIN,01:03:06,01:03:06,invalid_range
TRAVIS,01:03:58,01:03:58,invalid_range
MARISHA,01:05:23,01:05:23,invalid_range
TALIESIN,01:05:35,01:05:35,invalid_range
MARISHA,01:05:46,01:05:46,invalid_range
MARISHA,01:06:09,01:06:09,invalid_range
ASHLEY,01:07:08,01:07:08,invalid_range
TRAVIS,01:08:36,01:08:36,invalid_range
MARISHA,01:08:46,01:08:46,invalid_range
LAURA,01:08:47,01:08:47,invalid_range
ASHLEY,01:08:53,01:08:53,invalid_range
LAURA,01:08:59,01:08:59,invalid_range
SAM,01:09:23,01:09:23,invalid_range
TRAVIS,01:14:14,01:14:14,invalid_range
MATT,01:14:58,01:14:58,invalid_range
TALIESIN,01:15:15,01:15:15,invalid_range
TALIESIN,01:15:16,01:15:16,invalid_range
LIAM,01:15:57,01:15:57,invalid_range
TRAVIS,01:16:06,01:16:06,invalid_range
MARISHA,01:16:20,01:16:20,invalid_range
MATT,01:16:45,01:16:45,invalid_range
TALIESIN,01:17:05,01:17:05,invalid_range
ASHLEY,01:17:46,01:17:46,invalid_range
LIAM,01:18:05,01:18:05,invalid_range
TRAVIS,01:18:13,01:18:13,invalid_range
LAURA,01:18:48,01:18:48,invalid_range
TALIESIN,01:18:50,01:18:50,invalid_range
TRAVIS,01:19:07,01:19:07,invalid_range
TRAVIS,01:19:23,01:19:23,invalid_range
MATT,01:19:55,01:19:55,invalid_range
LAURA,01:20:02,01:20:02,invalid_range
LAURA,01:20:24,01:20:24,invalid_range
MATT,01:21:26,01:21:26,invalid_range
ASHLEY,01:23:09,01:23:09,invalid_range
LIAM,01:23:48,01:23:48,invalid_range
LAURA,01:24:57,01:24:57,invalid_range
TRAVIS,01:25:23,01:25:23,invalid_range
SAM,01:26:24,01:26:24,invalid_range
TALIESIN,01:27:14,01:27:14,invalid_range
TALIESIN,01:27:37,01:27:37,invalid_range
TALIESIN,01:27:39,01:27:39,invalid_range
SAM,01:28:01,01:28:01,invalid_range
SAM,01:28:02,01:28:02,invalid_range
LAURA,01:28:22,01:28:22,invalid_range
SAM,01:28:24,01:28:24,invalid_range
SAM,01:29:46,01:29:46,invalid_range
MARISHA,01:30:41,01:30:41,invalid_range
LIAM,01:30:53,01:30:53,invalid_range
MARISHA,01:31:12,01:31:12,invalid_range
TRAVIS,01:31:47,01:31:47,invalid_range
TRAVIS,01:32:53,01:32:53,invalid_range
ASHLEY,01:33:09,01:33:09,invalid_range
TRAVIS,01:33:30,01:33:30,invalid_range
SAM,01:34:00,01:34:00,invalid_range
MARISHA,01:36:13,01:36:13,invalid_range
TALIESIN,01:37:02,01:37:02,invalid_range
MARISHA,01:37:22,01:37:22,invalid_range
TALIESIN,01:38:39,01:38:39,invalid_range
MATT,01:38:41,01:38:41,invalid_range
SAM,01:38:51,01:38:51,invalid_range
ALL,01:38:57,01:38:57,invalid_range
SAM,01:39:01,01:39:01,invalid_range
MARISHA,01:39:06,01:39:06,invalid_range
LAURA,01:41:02,01:41:02,invalid_range
TRAVIS,01:41:15,01:41:15,invalid_range
