speaker,start_time,end_time,emotion,scores,text
MATT,00:00:01,00:00:06,happy,"{'angry': 0.00013072651927359402, 'disgust': 6.81499732309021e-05, 'fearful': 0.00015191768761724234, 'happy': 0.9992104768753052, 'neutral': 7.998379442142323e-05, 'sad': 9.587891690898687e-05, 'surprised': 0.00026284268824383616}","Hello everybody, and welcome to tonight's episode of Critical Role, where a bunch of nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:11,happy,"{'angry': 0.0003248318680562079, 'disgust': 0.00017734896391630173, 'fearful': 0.0004809548263438046, 'happy': 0.9985190033912659, 'neutral': 8.764160884311423e-05, 'sad': 6.95473572704941e-05, 'surprised': 0.000340690603479743}",(hollering) We play Dungeons & Dragons!
MATT,00:00:11,00:00:22,happy,"{'angry': 0.0010490748099982738, 'disgust': 0.0003408238699194044, 'fearful': 0.00493487436324358, 'happy': 0.8450824022293091, 'neutral': 0.0010920612839981914, 'sad': 0.0010345799382776022, 'surprised': 0.14646615087985992}","Second episode back. Ah, I've missed this. Before we jump into tonight's episode, we do have some announcements to get through, so bear with us for just a moment. First and foremost, no sponsor tonight, but Sam, you said you wanted to say something?"
SAM,00:00:22,00:00:28,happy,"{'angry': 0.00022695476945955306, 'disgust': 0.00011684100900311023, 'fearful': 0.0005065617733635008, 'happy': 0.9984549283981323, 'neutral': 0.00019782928575295955, 'sad': 0.0001478949561715126, 'surprised': 0.000349011505022645}","Yeah. Tonight, I'm going to perform the most important ad of my career. I'm going to advertise myself."
SAM,00:00:28,00:00:34,happy,"{'angry': 0.00013563368702307343, 'disgust': 6.515674613183364e-05, 'fearful': 0.0001800430763978511, 'happy': 0.9992250204086304, 'neutral': 0.00010096294863615185, 'sad': 0.00012020731082884595, 'surprised': 0.00017300050240010023}","Because we have no sponsor, so instead, I'm offering my services to the advertising world out there."
TRAVIS,00:00:34,00:00:35,happy,"{'angry': 0.00028408566140569746, 'disgust': 0.00024405385192949325, 'fearful': 0.0006120142643339932, 'happy': 0.995881199836731, 'neutral': 0.0004997943178750575, 'sad': 0.002313900040462613, 'surprised': 0.00016501653590239584}",Oh god.
LIAM,00:00:35,00:00:37,happy,"{'angry': 0.0006984888459555805, 'disgust': 0.00037471172981895506, 'fearful': 0.0019437555456534028, 'happy': 0.9951663017272949, 'neutral': 0.0005100963171571493, 'sad': 0.0010408232919871807, 'surprised': 0.0002658361045178026}",He might do this every day.
SAM,00:00:37,00:01:33,happy,"{'angry': 0.006010399200022221, 'disgust': 0.0036450084298849106, 'fearful': 0.3683674931526184, 'happy': 0.559664249420166, 'neutral': 0.008606462739408016, 'sad': 0.01084107719361782, 'surprised': 0.04286526143550873}","Advertisers, sponsors, products, companies, I'm ready for you. Send me your ideas, I will sell your shit for you! Doesn't matter if it's bad, I'll still sell it, I don't care, I don't have any sort of shame. So just to demonstrate my skills, I'm going to take a kale chip, everybody hates kale chips! (chip crunching) Mm! Amazing, so good! Right? That's the kind of quality you can get in your ad. (laughter) In fact, I can even make up shitty songs, ready? ♪ Set sail, set sail, set sail with kale! ♪ ♪ Oh no, it's a whale! We're frail; we should bail. ♪ (laughter) ♪ What's this? The kale, the whale likes kale! ♪ ♪ We won't be assailed thanks to kale! ♪ See, that took me six seconds to write, and I can churn out this shit all day for you. So, please, please, when you're thinking of insincerity, think of Sam Riegel. Back to you, Matt."
MATT,00:01:33,00:01:35,happy,"{'angry': 0.0002103938750224188, 'disgust': 0.00015377970703411847, 'fearful': 0.0008631295640952885, 'happy': 0.9981780052185059, 'neutral': 0.00011568116315174848, 'sad': 0.00031813670648261905, 'surprised': 0.00016084958042483777}","Thank you, Sam."
LAURA,00:01:35,00:01:40,happy,"{'angry': 0.00014928042946849018, 'disgust': 0.00010137131903320551, 'fearful': 0.00011172570521011949, 'happy': 0.9993057250976562, 'neutral': 8.97712234291248e-05, 'sad': 0.00014254818961489946, 'surprised': 9.946932550519705e-05}",Yeah! (laughter)
MATT,00:01:40,00:01:42,happy,"{'angry': 0.00015385761798825115, 'disgust': 0.00010912324069067836, 'fearful': 0.0005223912303335965, 'happy': 0.998449444770813, 'neutral': 0.00011741775961127132, 'sad': 0.00021576751896645874, 'surprised': 0.00043189607094973326}","Next up, Marisha, you had some announcements to make."
MARISHA,00:01:42,00:02:18,happy,"{'angry': 0.0010053765727207065, 'disgust': 0.000486167409690097, 'fearful': 0.002813067752867937, 'happy': 0.9885289072990417, 'neutral': 0.0008530993363820016, 'sad': 0.0009170107659883797, 'surprised': 0.005396414548158646}","Oh yes, our next episode of Mighty Vibes will premiere tomorrow, July 10th, at 4:00pm Pacific on our Twitch channel! As a reminder, all of our VODs are available on YouTube two days after, so you know. Whenever you need to chill, and you should check out the other Mighty Vibes if you haven't, they're great. Also, join us next Tuesday, July 14th, at 7:00pm Pacific for a brand new episode of All Work No Play: Unplugged. And this time, it's featuring me, I'll be joining with Sam and Liam."
LIAM,00:02:18,00:02:20,happy,"{'angry': 0.00011923880083486438, 'disgust': 7.715231913607568e-05, 'fearful': 0.00013117719208821654, 'happy': 0.9993607401847839, 'neutral': 9.383013821206987e-05, 'sad': 6.42411905573681e-05, 'surprised': 0.00015361065743491054}",It was a good one!
MARISHA,00:02:20,00:02:21,happy,"{'angry': 0.0001677601831033826, 'disgust': 7.796590216457844e-05, 'fearful': 9.31086833588779e-05, 'happy': 0.9994240999221802, 'neutral': 8.042998524615541e-05, 'sad': 8.506343147018924e-05, 'surprised': 7.168704178184271e-05}",It's great!
SAM,00:02:21,00:02:23,happy,"{'angry': 0.00012060006702085957, 'disgust': 8.756279567023739e-05, 'fearful': 0.00010837730951607227, 'happy': 0.9994142055511475, 'neutral': 8.78553037182428e-05, 'sad': 0.00010172623296966776, 'surprised': 7.961354276631027e-05}","It was, when we shot that episode was really good."
MARISHA,00:02:23,00:02:34,happy,"{'angry': 0.0018991956021636724, 'disgust': 0.0009761734982021153, 'fearful': 0.08950329571962357, 'happy': 0.8677238821983337, 'neutral': 0.0011393963359296322, 'sad': 0.0017930332105606794, 'surprised': 0.036965031176805496}","I loved it when we talked about that thing. Yeah, so you can catch that VOD, on Thursday, next Thursday."
TRAVIS,00:02:34,00:02:36,happy,"{'angry': 0.00032969031599350274, 'disgust': 0.00011012491449946538, 'fearful': 0.0007987040444277227, 'happy': 0.9968408346176147, 'neutral': 0.00014889288286212832, 'sad': 7.393006671918556e-05, 'surprised': 0.0016977892955765128}",The future is awesome!
SAM,00:02:36,00:02:38,happy,"{'angry': 0.0001360168243991211, 'disgust': 6.832543294876814e-05, 'fearful': 0.00010961931548081338, 'happy': 0.9993897676467896, 'neutral': 8.130034257192165e-05, 'sad': 5.606640115729533e-05, 'surprised': 0.00015892775263637304}","Not this Thursday, which is--?"
MARISHA,00:02:38,00:02:44,happy,"{'angry': 0.003500553546473384, 'disgust': 0.000890249153599143, 'fearful': 0.0011036915238946676, 'happy': 0.9920089244842529, 'neutral': 0.0007772960234433413, 'sad': 0.000438880204455927, 'surprised': 0.0012804322177544236}","Um! (laughter) A place in time. Yeah, but the next Thursday."
SAM,00:02:44,00:02:47,sad,"{'angry': 0.004992010071873665, 'disgust': 0.0026296561118215322, 'fearful': 0.0040555670857429504, 'happy': 0.35654398798942566, 'neutral': 0.01629970781505108, 'sad': 0.6084688901901245, 'surprised': 0.007010169327259064}","Got it, got it, sure."
MARISHA,00:02:47,00:02:50,happy,"{'angry': 0.0001684096932876855, 'disgust': 0.00014284039207268506, 'fearful': 0.00018264770915266126, 'happy': 0.999129593372345, 'neutral': 9.54845454543829e-05, 'sad': 0.00012307071301620454, 'surprised': 0.0001579459203639999}",Uh-huh!
LIAM,00:02:50,00:02:52,fearful,"{'angry': 0.00012940635497216135, 'disgust': 0.00012073611287632957, 'fearful': 0.993802011013031, 'happy': 0.005322127602994442, 'neutral': 0.00011077149247284979, 'sad': 0.00028583916719071567, 'surprised': 0.0002291658311150968}",♪ Gonna be the future soon ♪
TALIESIN,00:02:52,00:02:54,happy,"{'angry': 0.0001226410095114261, 'disgust': 8.817155321594328e-05, 'fearful': 0.00013849351671524346, 'happy': 0.9936623573303223, 'neutral': 0.00016085228708107024, 'sad': 0.0001670208148425445, 'surprised': 0.0056604864075779915}",Oh man.
MATT,00:02:54,00:02:56,happy,"{'angry': 0.0001416980812791735, 'disgust': 0.00013615305942948908, 'fearful': 0.00020194999524392188, 'happy': 0.998528242111206, 'neutral': 0.000166859885212034, 'sad': 0.0007008840329945087, 'surprised': 0.000124208047054708}","Well done, well done."
MARISHA,00:02:56,00:02:57,happy,"{'angry': 0.013351734727621078, 'disgust': 0.003461200278252363, 'fearful': 0.03303395211696625, 'happy': 0.7487474083900452, 'neutral': 0.0014261285541579127, 'sad': 0.1990223079919815, 'surprised': 0.0009572884882800281}",Yay!
MATT,00:02:57,00:03:03,happy,"{'angry': 0.0001900231436593458, 'disgust': 0.00010224559082416818, 'fearful': 0.00019210617756471038, 'happy': 0.9991205334663391, 'neutral': 0.00010283301526214927, 'sad': 0.0001411497942171991, 'surprised': 0.00015101036115083843}","And good Jonathan Coulton drop, Liam. Laura and Taliesin, you guys had something to talk about, right?"
TALIESIN,00:03:03,00:03:05,surprised,"{'angry': 8.766091923462227e-05, 'disgust': 3.261839083279483e-05, 'fearful': 6.113429117249325e-05, 'happy': 0.0004960745573043823, 'neutral': 0.00018596347945276648, 'sad': 8.993935625767335e-05, 'surprised': 0.9990466237068176}","Yeah, please."
LAURA,00:03:05,00:03:25,happy,"{'angry': 0.0007963677635416389, 'disgust': 0.00036079547135159373, 'fearful': 0.0024044925812631845, 'happy': 0.9947566986083984, 'neutral': 0.0004439809708856046, 'sad': 0.0006976968725211918, 'surprised': 0.0005399587098509073}","Yeah, so we have been working with (gasp) McFarlane Toys! (exclaiming) For quite a while now, I'm very happy to let you know that our figure-- I don't want to say what it is yet-- is available in the US and the UK stores right now!"
TALIESIN,00:03:25,00:03:26,happy,"{'angry': 0.0003309077874291688, 'disgust': 0.00024274602765217423, 'fearful': 0.025735005736351013, 'happy': 0.963655412197113, 'neutral': 0.0005326531827449799, 'sad': 0.000431884458521381, 'surprised': 0.009071371518075466}",Whoa.
LAURA,00:03:26,00:03:47,happy,"{'angry': 0.0007074824534356594, 'disgust': 0.0005486696609295905, 'fearful': 0.00271901348605752, 'happy': 0.9904521703720093, 'neutral': 0.0005799964419566095, 'sad': 0.0012170111294835806, 'surprised': 0.0037757214158773422}","And it's never going to get made again, so it's there. So I will show you a-this! Is the box, can you guess who it is? Yeah, so this is our Mollymauk figure. It's a freaking phenomenal box."
TALIESIN,00:03:47,00:03:48,neutral,"{'angry': 0.0008232369436882436, 'disgust': 0.0002594712423160672, 'fearful': 0.0027380597312003374, 'happy': 0.005034348461776972, 'neutral': 0.9902543425559998, 'sad': 0.0005525939050130546, 'surprised': 0.00033789940061978996}",It's got foil.
SAM,00:03:48,00:03:51,happy,"{'angry': 0.00024031581415329129, 'disgust': 0.0001615776855032891, 'fearful': 0.000591653457377106, 'happy': 0.9983558058738708, 'neutral': 0.00020107516320422292, 'sad': 0.00027100645820610225, 'surprised': 0.000178570015123114}","Wait, where's the thing!"
LIAM,00:03:51,00:03:52,fearful,"{'angry': 0.01068195141851902, 'disgust': 0.0001628546742722392, 'fearful': 0.9771295189857483, 'happy': 0.010970478877425194, 'neutral': 0.00018038578855339438, 'sad': 0.00023571905330754817, 'surprised': 0.0006389963673427701}",It got away!
SAM,00:03:52,00:03:54,fearful,"{'angry': 0.0005371124716475606, 'disgust': 0.00037984814844094217, 'fearful': 0.7813167572021484, 'happy': 0.2142113447189331, 'neutral': 0.0005007329164072871, 'sad': 0.00024679338093847036, 'surprised': 0.002807477954775095}",It died!
TALIESIN,00:03:54,00:03:57,happy,"{'angry': 0.00015170492406468838, 'disgust': 7.17553193680942e-05, 'fearful': 0.0001277739356737584, 'happy': 0.9994243383407593, 'neutral': 7.517934864154086e-05, 'sad': 7.10126114427112e-05, 'surprised': 7.835366704966873e-05}","Oh, you mean this thing? (exclaiming)"
MATT,00:03:57,00:03:59,happy,"{'angry': 0.00012056886771460995, 'disgust': 6.85931954649277e-05, 'fearful': 8.783375233178958e-05, 'happy': 0.999498724937439, 'neutral': 7.40865507395938e-05, 'sad': 8.974927186500281e-05, 'surprised': 6.0396792832762e-05}",That's so cool.
MARISHA,00:03:59,00:04:03,happy,"{'angry': 0.0001921521034091711, 'disgust': 0.00020759720064233989, 'fearful': 0.001165629830211401, 'happy': 0.9964500665664673, 'neutral': 0.000337967328960076, 'sad': 0.0005837208009324968, 'surprised': 0.0010627881856635213}",Look!
TRAVIS,00:04:03,00:04:06,happy,"{'angry': 0.0011287134839221835, 'disgust': 0.0001539183867862448, 'fearful': 0.00024217995814979076, 'happy': 0.9981058835983276, 'neutral': 0.0001829543907660991, 'sad': 8.392430754611269e-05, 'surprised': 0.00010238879622193053}",He's sexy!
ASHLEY,00:04:06,00:04:08,happy,"{'angry': 0.0007855345611460507, 'disgust': 0.0003720137756317854, 'fearful': 0.004173457156866789, 'happy': 0.9911540150642395, 'neutral': 0.000586625246796757, 'sad': 0.002329335082322359, 'surprised': 0.0005989777273498476}",I want on so bad.
LAURA,00:04:08,00:04:15,fearful,"{'angry': 0.05613452196121216, 'disgust': 0.0008802246302366257, 'fearful': 0.6425107717514038, 'happy': 0.29683929681777954, 'neutral': 0.0007001888589002192, 'sad': 0.0016542108496651053, 'surprised': 0.0012806917075067759}","-- his signature robe, and tarot cards in his hand. You may notice his two scimitars, that's what they're called, right?"
TALIESIN,00:04:15,00:04:18,happy,"{'angry': 0.004473403561860323, 'disgust': 0.0004640745173674077, 'fearful': 0.09951119869947433, 'happy': 0.8904786705970764, 'neutral': 0.002784917363896966, 'sad': 0.0010747211053967476, 'surprised': 0.0012130782706663013}","Yeah, yeah, you're doing fine."
TALIESIN,00:04:18,00:04:41,happy,"{'angry': 0.0012868096819147468, 'disgust': 0.0006139538018032908, 'fearful': 0.004950990900397301, 'happy': 0.9863396883010864, 'neutral': 0.0008899323875084519, 'sad': 0.0007749754004180431, 'surprised': 0.005143617745488882}","Of course they are! Actually, in proper McFarlane fashion, they are removable, and it does take about 30 minutes to get it out of the packaging. (laughter) Which is honestly all I ever want out of a McFarlane toy figure. I want to sit there with an Exacto knife and tweezers, going, ""Goddamn it!"" So. (laughter) It's very well packaged, and actually, our box art is so beautiful, the whole thing is!"
LIAM,00:04:41,00:04:43,angry,"{'angry': 0.6122788786888123, 'disgust': 0.001180546823889017, 'fearful': 0.09967225044965744, 'happy': 0.25364360213279724, 'neutral': 0.029193872585892677, 'sad': 0.002277310937643051, 'surprised': 0.0017534983344376087}",Look at that beautiful peacock!
LAURA,00:04:43,00:04:54,angry,"{'angry': 0.5592975616455078, 'disgust': 0.0050288294441998005, 'fearful': 0.12449748069047928, 'happy': 0.273679256439209, 'neutral': 0.025166448205709457, 'sad': 0.009095554240047932, 'surprised': 0.0032348798122256994}","Taliesin gave notes every single step of the way, and just really, like-- everything is based on canon, and his ideas for what the character looks like, and it's just amazing."
LAURA,00:04:54,00:04:57,happy,"{'angry': 0.00041606804006733, 'disgust': 8.323420479428023e-05, 'fearful': 0.0001321438467130065, 'happy': 0.9990678429603577, 'neutral': 0.00013891996059101075, 'sad': 0.00010212316556135193, 'surprised': 5.96753234276548e-05}","Thank you to McFarlane Toys, check out this limited edition Molly figurine."
SAM,00:04:57,00:04:59,fearful,"{'angry': 0.004632377997040749, 'disgust': 0.0005409826408140361, 'fearful': 0.7697751522064209, 'happy': 0.2219230681657791, 'neutral': 0.0006045532645657659, 'sad': 0.00039039834518916905, 'surprised': 0.002133556641638279}",We've got toys!
TALIESIN,00:04:59,00:05:03,happy,"{'angry': 0.0009981319308280945, 'disgust': 0.00036884055589325726, 'fearful': 0.0017579206032678485, 'happy': 0.9962533712387085, 'neutral': 0.0001430259144399315, 'sad': 0.0003171181015204638, 'surprised': 0.0001614959619473666}",This is all I ever wanted. (laughter) Right here.
MATT,00:05:03,00:05:04,happy,"{'angry': 0.00012235334725119174, 'disgust': 7.037843170110136e-05, 'fearful': 9.783862333279103e-05, 'happy': 0.9994250535964966, 'neutral': 8.57789273140952e-05, 'sad': 0.00010076929174829274, 'surprised': 9.775700891623273e-05}",So exciting.
LIAM,00:05:04,00:05:05,fearful,"{'angry': 5.826037886436097e-05, 'disgust': 8.237700239988044e-05, 'fearful': 0.9985668063163757, 'happy': 0.0002128257037838921, 'neutral': 0.00016712944488972425, 'sad': 0.0008047404116950929, 'surprised': 0.00010797511640703306}",Holy crap!
TALIESIN,00:05:05,00:05:10,happy,"{'angry': 0.00021849176846444607, 'disgust': 0.00015071782399900258, 'fearful': 0.0003142721834592521, 'happy': 0.9987516403198242, 'neutral': 0.00013839869643561542, 'sad': 0.00027179604512639344, 'surprised': 0.00015459970745723695}","If I knew I just had to traumatize our audience to get an action figure, I would've done it earlier. (laughter)"
MATT,00:05:10,00:05:13,happy,"{'angry': 0.00022477972379419953, 'disgust': 8.67624330567196e-05, 'fearful': 0.00023284867347683758, 'happy': 0.9991173148155212, 'neutral': 8.426162094110623e-05, 'sad': 0.00013204947754275054, 'surprised': 0.00012196483294246718}",It's all it took the whole time!
TALIESIN,00:05:13,00:05:17,happy,"{'angry': 0.0001406718947691843, 'disgust': 0.00016017288726288825, 'fearful': 0.0005574552924372256, 'happy': 0.9980060458183289, 'neutral': 0.0001696795952739194, 'sad': 0.0008114183438010514, 'surprised': 0.00015456446271855384}","Thank you for your pain, everybody. (laughter)"
MATT,00:05:17,00:05:20,surprised,"{'angry': 0.00013277647667564452, 'disgust': 4.0121551137417555e-05, 'fearful': 0.00013468526594806463, 'happy': 0.00155781046487391, 'neutral': 0.0002341915969736874, 'sad': 0.00015990078100003302, 'surprised': 0.997740626335144}","Cool, I think that is the end of our announcements."
MATT,00:05:20,00:07:07,happy,"{'angry': 0.002701039193198085, 'disgust': 0.0029485824052244425, 'fearful': 0.15288254618644714, 'happy': 0.7793974280357361, 'neutral': 0.0012901115696877241, 'sad': 0.005630973726511002, 'surprised': 0.05514936149120331}","Much shorter this week than last week. And as such, I think it's time to go ahead and jump into tonight's episode of Critical Role! (exclaiming) (water bubbling) (thunder rumbling) (explosion roaring) ♪ Role, Critical Role ♪ ♪ Critical Role ♪ ♪ Mighty Nein ♪ ♪ Roll the dice ♪ ♪ The adventure begins, ♪ they were always beside you ♪ ♪ Your nerdy best friends and the DM to guide you ♪ ♪ And they rise from the flames for the battles ahead ♪ ♪ Villains beware 'cause you're about to be dead ♪ ♪ They got magic and flair, ♪ they got falchions and cunning ♪ ♪ They don't see over there there's a monster incoming ♪ ♪ Inspiration is waiting, rise up, don't think twice ♪ ♪ Put your fate in your hands, take a chance, ♪ ♪ roll the dice ♪ ♪ Critical Role (roll the dice) ♪ ♪ Critical Role (roll the dice) ♪ ♪ Critical Role (roll the dice) ♪ ♪ Can you answer the call, diggin' deep in your soul ♪ ♪ As the legend unfolds ♪ ♪ Now it's your turn ♪ ♪ Your turn, your turn ♪ ♪ To roll ♪ (flames whooshing)"
MATT,00:07:07,00:07:31,happy,"{'angry': 0.005958817433565855, 'disgust': 0.0015939209843054414, 'fearful': 0.08279905468225479, 'happy': 0.7058888673782349, 'neutral': 0.003743252484127879, 'sad': 0.006079854443669319, 'surprised': 0.193936288356781}","And welcome back. So last we left off: The Mighty Nein, after helping aid the negotiation between the Kryn Dynasty and the Dwendalian Empire come to a momentary close. You separated yourselves to head around the island of Urukayxl and the Inkclaw Reef, making your way towards Rumblecusp, where you had planned in the near future, to hold Traveler Con."
LAURA,00:07:31,00:07:33,happy,"{'angry': 0.000686060928273946, 'disgust': 0.0002584479807410389, 'fearful': 0.0007293187663890421, 'happy': 0.526211678981781, 'neutral': 0.00100093730725348, 'sad': 0.0004104339750483632, 'surprised': 0.470703125}",Woo!
MATT,00:07:33,00:08:21,happy,"{'angry': 0.0016151262680068612, 'disgust': 0.0004515636246651411, 'fearful': 0.004773485474288464, 'happy': 0.9866504669189453, 'neutral': 0.0009431043872609735, 'sad': 0.0010436365846544504, 'surprised': 0.004522607196122408}","Along the way, you drew the attention of a dangerous entity in the sea, what turned out to be a dragon turtle, a massive, massive threat. You managed to keep it at bay, fire towards it, only sustained a bit of damage to your hull before miraculously transforming it into a regular sea turtle, and then eventually a sea slug, leaving it in your wake, literally, and heading a bit off course, taking a little more time in your travel, but eventually making your way to the island of Rumblecusp, unscathed any further. Upon planting yourself on the outskirts of the island, and taking your ships to the shore, you began to-- you left the rest of the crew there, on the beach, to keep an eye, while you began to enter the jungle proper. There, within the tangled tree mass-- What? What did I miss?"
TRAVIS,00:08:21,00:08:27,happy,"{'angry': 0.00026759333559311926, 'disgust': 0.0001777115830918774, 'fearful': 0.0004431407433003187, 'happy': 0.9984083771705627, 'neutral': 0.00016012533160392195, 'sad': 0.00038399267941713333, 'surprised': 0.0001590966567164287}","No, no, I'm just thinking, I'm regretting leaving them on the shore. We should have told them to hide or some shit!"
MATT,00:08:27,00:08:31,happy,"{'angry': 0.000425965670729056, 'disgust': 0.0005638563307002187, 'fearful': 0.001537916250526905, 'happy': 0.9923840165138245, 'neutral': 0.0007897692266851664, 'sad': 0.0035556908696889877, 'surprised': 0.0007428952376358211}",I'm sure it's fine.
MARISHA,00:08:31,00:08:33,happy,"{'angry': 0.00013753195526078343, 'disgust': 0.0001804476632969454, 'fearful': 0.00016544933896511793, 'happy': 0.9980770349502563, 'neutral': 0.0001921786169987172, 'sad': 0.0011353043373674154, 'surprised': 0.0001119901571655646}",I forgot about them. Anyway.
MATT,00:08:33,00:10:52,happy,"{'angry': 0.160395085811615, 'disgust': 0.002418485004454851, 'fearful': 0.08981121331453323, 'happy': 0.6929062604904175, 'neutral': 0.019007572904229164, 'sad': 0.017122669145464897, 'surprised': 0.018338721245527267}","Heading into the jungles, a short time in, you found yourselves being hunted. And as these creatures, these black, panther-like beasts, you've seen before in the past, began to present themselves, ready to pounce, and attack. They themselves were assaulted by a small hunting party, of two individuals in appeared to be a semi-humanoid-bear state. Upon killing one of these creatures, and sending the other scattering, they began to prepare it for bringing back to their village, which you discovered exists in this island, a commune known as Vo, and they were eager to tell you about it, they were excited to meet newcomers to the island, and to show you the safest route back to the place that they call home. These individuals, named Pono and Jaina, carried the corpse of this displacer beast and alongside you, you are brought to this makeshift, driftwood, patchwork village. Some buildings looking much older than others, you can see large bridge networks that connected different structures, held aloft at different points in the few trees that still remain in this clearing, in the center of this dense jungle on Rumblecusp. People who lived here begin to come out excitedly and whisper about the new arrivals, until eventually you are brought to bear, and meet two of the three leaders of this village, one of which is a tall, lanky, male orc figure, with gray skin, bright smile, multiple tools hanging from his belt, that clangle as he walks, his hair pulled back into braids, to about the midpoint of his back, and a half-elf woman that you saw being brought down by a cluster of moving vines from atop a structure higher up in the tree. This half-elf female, tan of skin, sun-bleached, long, wild hair, with a leg made of vines, it looks like, steps down onto the ground, and approaches before saying, ""Welcome, so what brings you here?"""
SAM,00:10:52,00:10:53,sad,"{'angry': 0.00016580941155552864, 'disgust': 0.0009556958684697747, 'fearful': 0.0006731260218657553, 'happy': 0.0010107140988111496, 'neutral': 0.00029414717573672533, 'sad': 0.9959059953689575, 'surprised': 0.0009944813791662455}",(audible nervous swallow)
MATT,00:10:53,00:11:00,happy,"{'angry': 0.0005887510487809777, 'disgust': 0.00012210231216158718, 'fearful': 0.009995780885219574, 'happy': 0.9875906705856323, 'neutral': 0.0002448565501254052, 'sad': 0.0004155384376645088, 'surprised': 0.0010422802297398448}",A moment of silence comes over as everyone is now waiting with baited breath to hear what the newcomers have to say.
LAURA,00:11:00,00:11:27,fearful,"{'angry': 0.0006041485466994345, 'disgust': 0.0004375540593173355, 'fearful': 0.9681388139724731, 'happy': 0.021346239373087883, 'neutral': 0.0008609609212726355, 'sad': 0.001867405604571104, 'surprised': 0.0067448862828314304}","Well, we were hoping to have a festival here. We heard beautiful things about Rumblecusp, and how tropical and fabulous it was, and we thought maybe we should just have a bunch of people worship a god. It's not your god, but it's our god named the Traveler."
MATT,00:11:27,00:11:58,surprised,"{'angry': 0.0002651171525940299, 'disgust': 9.857283293968067e-05, 'fearful': 0.00038318155566230416, 'happy': 0.0010421057231724262, 'neutral': 0.0004888160619884729, 'sad': 0.00031431662500835955, 'surprised': 0.997407853603363}","The woman named Viridian turns and looks to Lukash, and he gives a quirky grin in her direction. And she looks back towards you, ""I'm curious about the ramifications of bringing a god to an island that already is home to one, but we can certainly discuss the possibilities. But this is your reason for coming, you say?"""
TRAVIS,00:11:58,00:12:10,surprised,"{'angry': 0.00042789577855728567, 'disgust': 0.0001240124402102083, 'fearful': 0.00045538623817265034, 'happy': 0.020826667547225952, 'neutral': 0.0004170116444583982, 'sad': 0.0003438321000430733, 'surprised': 0.9774052500724792}","It is. Unfortunately, we weren't aware that there was civilization on this island. I'm afraid none of us were familiar with Rumblecusp prior to landing here."
MATT,00:12:10,00:12:11,surprised,"{'angry': 0.0003341279225423932, 'disgust': 0.0002469087776262313, 'fearful': 0.03518243506550789, 'happy': 0.000560230400878936, 'neutral': 0.02090856432914734, 'sad': 0.008335007354617119, 'surprised': 0.9344328045845032}","""That's all right."""
LAURA,00:12:11,00:12:29,surprised,"{'angry': 0.0016985411057248712, 'disgust': 0.0007516284240409732, 'fearful': 0.019696470350027084, 'happy': 0.3730810284614563, 'neutral': 0.001978155691176653, 'sad': 0.0028961144853383303, 'surprised': 0.5998980402946472}","But good news is, the Traveler is super cool, and super likable, and everybody that meets him thinks he's really great, so I'm sure Vokodo will like him, too."
MATT,00:12:29,00:12:31,sad,"{'angry': 0.00018864654703065753, 'disgust': 0.00011769777484005317, 'fearful': 0.0038279336877167225, 'happy': 0.0003944378986489028, 'neutral': 0.0009946782374754548, 'sad': 0.9940369129180908, 'surprised': 0.0004396627191454172}","""Perhaps."""
TALIESIN,00:12:31,00:12:38,happy,"{'angry': 0.00029790325788781047, 'disgust': 0.0001770472154021263, 'fearful': 0.00043498381273820996, 'happy': 0.9982022047042847, 'neutral': 0.0002116594259859994, 'sad': 0.0004405007348395884, 'surprised': 0.00023566355230286717}","We also got chased here by a giant turtle, I don't know if that's relevant, but it's all I've been thinking about for a while now."
