speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.0003710893797688186, 'disgust': 8.41004730318673e-05, 'fearful': 0.00042543167364783585, 'happy': 0.9984169006347656, 'neutral': 0.00011211379751330242, 'sad': 0.00011530788469826803, 'surprised': 0.0004751499800477177}","Hello, everyone and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:05,00:00:07,happy,"{'angry': 0.002195321023464203, 'disgust': 0.0001435362355550751, 'fearful': 0.0007528708083555102, 'happy': 0.9963898062705994, 'neutral': 0.00022294509108178318, 'sad': 0.0001269924978259951, 'surprised': 0.00016843342746142298}",(hip and cool) We play Dungeons & Dragons.
TRAVIS,00:00:07,00:00:13,happy,"{'angry': 0.0001123428373830393, 'disgust': 9.474888065597042e-05, 'fearful': 0.00014199393626768142, 'happy': 0.9991884827613831, 'neutral': 8.991576032713056e-05, 'sad': 0.00023796908499207348, 'surprised': 0.00013460841728374362}",Yeah. (laughter)
MATT,00:00:13,00:00:15,happy,"{'angry': 0.00021344619744922966, 'disgust': 0.00011114473454654217, 'fearful': 0.0009845317108556628, 'happy': 0.9945255517959595, 'neutral': 0.0002113314112648368, 'sad': 0.00037216965574771166, 'surprised': 0.003581841941922903}",That was different.
TRAVIS,00:00:15,00:00:16,sad,"{'angry': 0.000336522440193221, 'disgust': 0.00015356509538833052, 'fearful': 0.0019669823814183474, 'happy': 0.00039766033296473324, 'neutral': 0.0006086234352551401, 'sad': 0.9964190721511841, 'surprised': 0.00011747785174520686}",I just let it come.
MARISHA,00:00:16,00:00:20,happy,"{'angry': 9.311636677011847e-05, 'disgust': 7.977405039127916e-05, 'fearful': 0.0001488196721766144, 'happy': 0.9992986917495728, 'neutral': 8.370164869120345e-05, 'sad': 0.00016704725567251444, 'surprised': 0.00012883458111900836}","We're on island time, baby."
MATT,00:00:20,00:00:29,happy,"{'angry': 0.0005871060420759022, 'disgust': 0.00023826076358091086, 'fearful': 0.0016813493566587567, 'happy': 0.9943256974220276, 'neutral': 0.00039518228732049465, 'sad': 0.0011810313444584608, 'surprised': 0.0015913480892777443}","The Pauly Shore guest episode. So, yes, welcome! Before we get into tonight's episode, we do have some announcements to get through, beginning with the first of three sponsors tonight."
SAM,00:00:29,00:00:31,surprised,"{'angry': 0.0008297694730572402, 'disgust': 0.00026389642152935266, 'fearful': 0.0008319433545693755, 'happy': 0.11053556203842163, 'neutral': 0.0027334331534802914, 'sad': 0.0008933981880545616, 'surprised': 0.8839120268821716}",Ah!
MATT,00:00:31,00:00:39,surprised,"{'angry': 0.00019144016550853848, 'disgust': 5.742602297686972e-05, 'fearful': 0.00028335468959994614, 'happy': 0.003243425628170371, 'neutral': 0.00038881690124981105, 'sad': 0.0001865706144599244, 'surprised': 0.9956490397453308}","Because the scheduling stuff is crazy, and tonight we get three, which is fun. Beginning with Sam with Skillshare."
SAM,00:00:39,00:02:15,surprised,"{'angry': 0.0016130298608914018, 'disgust': 0.0005307305254973471, 'fearful': 0.003814538475126028, 'happy': 0.2629953920841217, 'neutral': 0.001969626173377037, 'sad': 0.0014551825588569045, 'surprised': 0.7276214957237244}","Yes, this episode is sponsored by Skillshare, an online learning community with thousands of inspiring classes for creative and curious people. Classes designed for real life, like graphic design, creative writing and music. And speaking of music, with the success of Hamilton LIVE-- and it's very current, guys-- (laughter) I thought I'd write a hip hop musical about Skillshare. But don't worry, Marisha, it is totally legally distinct. ♪ How does a simple, dimpled puckish bro ♪ ♪ Get some online learning while he's stuck at home ♪ ♪ By subscribing to the site he heard of on Thursday night ♪ ♪ From that tight Sam guy, who is always quite right ♪ ♪ This musical is certainly legally distinct ♪ ♪ It's not about a founding father or so you think ♪ ♪ The lyrics are different and there's no taking your shot ♪ ♪ Oh shit, I just said it, or maybe you forgot ♪ ♪ It's about your Skillshare memberships at 10 bucks ♪ ♪ Skillshare ♪ ♪ I probably shouldn't rhyme with bucks ♪ ♪ Skillshare ♪ ♪ It's like Hamilton, but not ♪ ♪ Skillshare ♪ ♪ I am not throwing away my ♪ opportunity. (laughter) With annual membership starting at $10 a month, Skillshare is a great way to learn and unlock your creativity. And as a special offer, the first thousand Critters to join Skillshare, by following this link, will get a two month free trial of our premium membership. Go to Skillshare right now. Back to you, Matt. (cheering and clapping)"
MATT,00:02:15,00:02:17,happy,"{'angry': 0.00013479888730216771, 'disgust': 8.956604142440483e-05, 'fearful': 9.69618049566634e-05, 'happy': 0.9993796348571777, 'neutral': 7.520646613556892e-05, 'sad': 0.00013646695879288018, 'surprised': 8.739567419979721e-05}","Thank you, Sam, thank you."
