speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:06,happy,"{'angry': 0.0002584987669251859, 'disgust': 7.150511373765767e-05, 'fearful': 0.00023016957857180387, 'happy': 0.9989424347877502, 'neutral': 8.500274270772934e-05, 'sad': 8.572066872147843e-05, 'surprised': 0.0003267646243330091}","Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:10,fearful,"{'angry': 0.00030362827237695456, 'disgust': 0.00046163221122696996, 'fearful': 0.9931440353393555, 'happy': 0.0052224998362362385, 'neutral': 0.0002231302933068946, 'sad': 0.0002861876564566046, 'surprised': 0.0003589484258554876}",(high-pitched and silly voices) We play Dungeons & Dragons!
MATT,00:00:10,00:00:41,happy,"{'angry': 0.00211972463876009, 'disgust': 0.0005884413258172572, 'fearful': 0.006202682387083769, 'happy': 0.984138548374176, 'neutral': 0.000897924997843802, 'sad': 0.0018066843040287495, 'surprised': 0.0042459736578166485}","The evolution is something. Thank you for joining us. Before we jump into tonight's episode, we have some announcements to get through, beginning with the first of our two sponsors, which is tonight NordVPN, which means, it says here on the sheet, ""We have another technoriffic installment of 'Nord by Nordwest: 'The Quest for the Ultra Codex Reloaded.'"" (laughter) Which, apparently, is the title that Sam has now named these segments, so we'll just... You know what? Taliesin. Take it away, man."
TALIESIN,00:00:41,00:00:44,sad,"{'angry': 0.0005337741458788514, 'disgust': 0.0004857532330788672, 'fearful': 0.00351195246912539, 'happy': 0.0015854198718443513, 'neutral': 0.0006536602741107345, 'sad': 0.9929999113082886, 'surprised': 0.00022955896565690637}","Thank you, Matt. (laughter)"
LIAM,00:00:44,00:00:46,fearful,"{'angry': 0.00017412255692761391, 'disgust': 0.00013974885223433375, 'fearful': 0.9984924793243408, 'happy': 0.00015905847249086946, 'neutral': 7.11348038748838e-05, 'sad': 0.0009046675404533744, 'surprised': 5.876818977412768e-05}",Look at Marisha.
TALIESIN,00:00:46,00:01:51,fearful,"{'angry': 0.003959752153605223, 'disgust': 0.0013653127243742347, 'fearful': 0.9682303071022034, 'happy': 0.021310962736606598, 'neutral': 0.0010456298477947712, 'sad': 0.0028114444576203823, 'surprised': 0.0012765839928761125}","As everyone on the dark net remembers, blackwillow69@aol.com and KryptonicOverride needed a level 12 master hacker to get them out of the internet. And it turns out you're looking at one. I, FreezerBurn, spent 10 long years in nano-jail for electro-crimes against webmanity. But now I'm hacking for friendship. (laughter) You see, I'm an old-school hacker, really old school. My power glove is cranked up to Duck Hunt, but my secret weapon is my mega abacus millennium edition, given to me by none other than Pharaoh Ramses III. (beads rattle) Let's get jiggy with it. (laughter) (beads rattling rapidly) One, two, three... Damn it! Looks like they're behind a plex-folded, Fortran flamewall! Ha! Child's Play, part two. Flip the floppy, unmax the headroom, shoot the C++, and Baloo the TaleSpin! Ugh, no. Not even my cyber abacus can unjack them. This is a two-man job."
ASHLEY,00:01:51,00:02:08,fearful,"{'angry': 0.0004509601276367903, 'disgust': 0.00013634936476591974, 'fearful': 0.9987280964851379, 'happy': 0.0002474224311299622, 'neutral': 0.00012308616715017706, 'sad': 0.00018933016690425575, 'surprised': 0.00012466980842873454}","(cockney accent) Oi, did you say two-man job? You-- (laughs) (laughter) You may've heard of me as the MadHatterson. Sure, me hacks on TV were mad fictional, but I wrote every script! Let's fuckin' rescue Laura!"
ASHLEY,00:02:08,00:02:16,happy,"{'angry': 0.16779901087284088, 'disgust': 0.001189729431644082, 'fearful': 0.39639052748680115, 'happy': 0.4290836751461029, 'neutral': 0.001262765028513968, 'sad': 0.0016999149229377508, 'surprised': 0.002574413549154997}","What? Oi, yeah, of course, Sam too. Come on, let's use everything we got! (beads rattling) (laughter)"
TALIESIN,00:02:16,00:02:18,fearful,"{'angry': 0.0001962522801477462, 'disgust': 7.646084122825414e-05, 'fearful': 0.9990594983100891, 'happy': 0.00037711678305640817, 'neutral': 5.6129978474928066e-05, 'sad': 0.00010075962927658111, 'surprised': 0.00013388655497692525}",I'm dropping code I learned in the Dark Ages!
ASHLEY,00:02:18,00:02:22,fearful,"{'angry': 0.46710020303726196, 'disgust': 0.00048376069753430784, 'fearful': 0.525963306427002, 'happy': 0.0033216264564543962, 'neutral': 0.0009732205653563142, 'sad': 0.0007676142849959433, 'surprised': 0.001390252262353897}",This binary sequence has plateaued on me COSTART!
