speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:07,happy,"{'angry': 0.0002028874441748485, 'disgust': 9.319352102465928e-05, 'fearful': 0.0003140719491057098, 'happy': 0.999043881893158, 'neutral': 9.49837631196715e-05, 'sad': 0.00014538205869030207, 'surprised': 0.00010554762411629781}","Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:07,00:00:11,happy,"{'angry': 0.00034540685010142624, 'disgust': 0.0003939465095754713, 'fearful': 0.000597883656155318, 'happy': 0.9974716901779175, 'neutral': 0.0001921417424455285, 'sad': 0.0008707689121365547, 'surprised': 0.000128180647152476}",(discordant yelling) We play Dungeons & Dragons!
MATT,00:00:11,00:00:22,happy,"{'angry': 0.0008452075999230146, 'disgust': 0.000313302967697382, 'fearful': 0.008282667957246304, 'happy': 0.9890667200088501, 'neutral': 0.00023598117695655674, 'sad': 0.0006142088677734137, 'surprised': 0.0006418859120458364}","You dick. Left hook. Before we jump into tonight's game, we do have some announcements to get through, beginning with our first of two sponsors, Cortex. Sam."
SAM,00:00:22,00:02:01,happy,"{'angry': 0.0006505738710984588, 'disgust': 0.0003289529704488814, 'fearful': 0.002425186336040497, 'happy': 0.993529736995697, 'neutral': 0.00048266482190229, 'sad': 0.0005242488696239889, 'surprised': 0.002058659913018346}","From our fans-- nope. From our friends at Fandom, the people behind D&D Beyond, comes Cortex. It's not a new game, but rather a box of tools you can use to craft your own game, from hundreds of modular parts to best suit the way you and your friends like to play. Right now till December 31st, Critters can use the code-- I skipped a whole paragraph. Using a system-- (laughter) Using a system of dice and descriptive traits, you have the freedom to build within your favorite genres and worlds, from books, TVs, movies, and video games. And from now until December 31st, Critters can use the code, CORE20, at checkout to get a 20% discount on the digital edition of the book. Just go to cortexrpg.site, which is apparently a thing, /crcore, and grab a copy. Now, last time I used Cortex to develop my own horror game, Tax Code Carnage: IRS Annihilation, but Ivan and the folks at Darrington Press rejected my idea. So this week I'm going to pitch a new one, it's called Tea & Tea. Hold on. Steep yourself in an aromatic new RPG system. The first ever interactive tea-brewing adventure game! Play as three soothing character classes, Oolong, Assam, and if you're feeling nasty, Jasmine Matcha. (laughter) Balance tannins, soak up caffeine, and fight the evil forces of Lapsang Souchong. Super interactive! All you need is dice, a cup, hot water, and a thirst for excitement."
TRAVIS,00:02:01,00:02:02,sad,"{'angry': 0.0021579836029559374, 'disgust': 0.0029531714972108603, 'fearful': 0.21329538524150848, 'happy': 0.004198784474283457, 'neutral': 0.0011556628160178661, 'sad': 0.7756640911102295, 'surprised': 0.0005748289986513555}",Oh Jesus.
SAM,00:02:02,00:02:24,happy,"{'angry': 0.0012972470140084624, 'disgust': 0.00026906150742433965, 'fearful': 0.002624694025143981, 'happy': 0.9938070178031921, 'neutral': 0.00035130171454511583, 'sad': 0.00032593507785350084, 'surprised': 0.001324719749391079}","Tea & Tea is a truly immersive experience. Here, I'll demonstrate one of the modules right now. Oh no! The evil Earl Gray has flooded the realm with his undead bergamot bestiary. He's forcing us to eat scones without the créme fraíche. That is, until Rooibos the Red attacks."
ASHLEY,00:02:24,00:02:25,fearful,"{'angry': 4.8818026698427275e-05, 'disgust': 5.422262256615795e-05, 'fearful': 0.9995595812797546, 'happy': 9.142657654592767e-05, 'neutral': 6.51927330181934e-05, 'sad': 8.635143603896722e-05, 'surprised': 9.442750888410956e-05}",Oh!
SAM,00:02:25,00:02:45,surprised,"{'angry': 0.000996192917227745, 'disgust': 0.0003139105683658272, 'fearful': 0.0021814529318362474, 'happy': 0.14149612188339233, 'neutral': 0.0011413939064368606, 'sad': 0.0008293236023746431, 'surprised': 0.8530415892601013}","Now, you roll a d4 to see how many minutes to steep. It's a four. And now we wait. (laughter) (laughter) I guess, I guess while we're waiting, what do you guys think?"
LAURA,00:02:45,00:02:48,happy,"{'angry': 0.00015429314225912094, 'disgust': 0.00013154569023754448, 'fearful': 0.0002671227266546339, 'happy': 0.9989486336708069, 'neutral': 0.00010949936404358596, 'sad': 0.00022847454238217324, 'surprised': 0.00016047774988692254}","You know, it was really good."
LIAM,00:02:48,00:02:50,happy,"{'angry': 0.00013468635734170675, 'disgust': 9.084258635994047e-05, 'fearful': 0.00018789767636917531, 'happy': 0.999302864074707, 'neutral': 6.248749559745193e-05, 'sad': 0.00013168901205062866, 'surprised': 8.94912809599191e-05}","Strong, this is strong."
SAM,00:02:50,00:02:58,surprised,"{'angry': 0.000792118429671973, 'disgust': 0.00043252462637610734, 'fearful': 0.019519304856657982, 'happy': 0.30873191356658936, 'neutral': 0.0011787933763116598, 'sad': 0.0014086032751947641, 'surprised': 0.6679367423057556}","Okay! Well, I guess we'll check back later, see how it turns out. Until then, back to you, Matt."
MATT,00:02:58,00:03:00,happy,"{'angry': 0.0004719915450550616, 'disgust': 0.00021024989837314934, 'fearful': 0.0007927744300104678, 'happy': 0.9055102467536926, 'neutral': 0.0004190000763628632, 'sad': 0.0003755705547519028, 'surprised': 0.09222014993429184}","Thank you. No, I'm super--"
SAM,00:03:00,00:03:03,happy,"{'angry': 0.002183921169489622, 'disgust': 0.0003894010151270777, 'fearful': 0.01881680078804493, 'happy': 0.9774652719497681, 'neutral': 0.0001648111647227779, 'sad': 0.00038070318987593055, 'surprised': 0.0005990824429318309}",Thanks to Cortex for sponsoring the show.
MATT,00:03:03,00:03:08,happy,"{'angry': 0.00014774140436202288, 'disgust': 0.00010153856419492513, 'fearful': 0.00032399973133578897, 'happy': 0.9989765882492065, 'neutral': 0.00011412738240323961, 'sad': 0.00016667775344103575, 'surprised': 0.0001693824742687866}","Thank you, Cortex. I'm super excited to try out this game, and like, run a one-shot for all of 2021. (laughter)"
TRAVIS,00:03:08,00:03:12,happy,"{'angry': 0.007513588760048151, 'disgust': 0.0006088993395678699, 'fearful': 0.01998940482735634, 'happy': 0.9690397381782532, 'neutral': 0.0004346640780568123, 'sad': 0.0011800845386460423, 'surprised': 0.0012335623614490032}","""For all of 2021."""
MATT,00:03:12,00:04:04,happy,"{'angry': 0.00712612783536315, 'disgust': 0.0018763497937470675, 'fearful': 0.03419161215424538, 'happy': 0.9008691310882568, 'neutral': 0.00601957319304347, 'sad': 0.007460946682840586, 'surprised': 0.04245627298951149}","But yes, thank you so much, Cortex, for sponsoring, our friends at Fandom. Our second sponsor tonight is NordVPN. This episode-- as you know, they are the sponsors of the-- providers of the highest quality of encryption for your internet traffic and they hide your IP and physical location on the internet. Right now, they have a special Christmas deal going on, with every purchase of a two-year plan, you get four additional months for free. That is four, that is the right numbers, of fingers I'm holding up. But you can go to nordvpn.com/criticalrole right now and use the coupon CriticalRole, one word, at checkout to take advantage of this great offer immediately. So I've been using them for over a year, they're fantastic, I recommend you do as well. Check it out when you can. NordVPN (deep exhale). For the rest of the announcements, we have a few things to go through. First, beginning with Marisha."
MARISHA,00:04:04,00:04:13,happy,"{'angry': 0.00015724109834991395, 'disgust': 8.39795611682348e-05, 'fearful': 0.00029296989669092, 'happy': 0.9990021586418152, 'neutral': 9.695965854916722e-05, 'sad': 0.0001131150929722935, 'surprised': 0.000253576465183869}","Oh my goodness, you guys. I've got announcements on this paper. The most important one: This is our last episode of the year."
ALL,00:04:13,00:04:14,happy,"{'angry': 0.00015799107495695353, 'disgust': 0.00013515456521417946, 'fearful': 0.000153626489918679, 'happy': 0.9992092847824097, 'neutral': 7.327485218411312e-05, 'sad': 0.00018559933232609183, 'surprised': 8.502041600877419e-05}",Aww!
MARISHA,00:04:14,00:04:29,happy,"{'angry': 0.0005012159235775471, 'disgust': 0.00015218075714074075, 'fearful': 0.00039866549195721745, 'happy': 0.998397171497345, 'neutral': 0.00017552217468619347, 'sad': 0.00022951888968236744, 'surprised': 0.00014571976498700678}","We're going on Christmas break or holiday break, or whatever you celebrate. We made it. Yeah. And we'll be returning for episode 121 on Thursday, January 14th, is our next episode back."
MARISHA,00:04:29,00:04:30,happy,"{'angry': 0.0046922010369598866, 'disgust': 0.0021956099662929773, 'fearful': 0.004079319071024656, 'happy': 0.9400436282157898, 'neutral': 0.000954733754042536, 'sad': 0.04764547571539879, 'surprised': 0.00038899824721738696}",So.
MARISHA,00:04:30,00:04:32,happy,"{'angry': 0.015491154044866562, 'disgust': 0.000566109549254179, 'fearful': 0.08030392229557037, 'happy': 0.7638384699821472, 'neutral': 0.02845495380461216, 'sad': 0.002115956973284483, 'surprised': 0.1092294231057167}",We will see you then.
