speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.00016154031618498266, 'disgust': 6.348867464112118e-05, 'fearful': 0.00011227656796108931, 'happy': 0.9993298053741455, 'neutral': 7.145300332922488e-05, 'sad': 6.89924563630484e-05, 'surprised': 0.00019243377028033137}","Hello everyone, and welcome to tonight's episode of Critical Role where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,happy,"{'angry': 0.00014901324175298214, 'disgust': 0.00026367412647232413, 'fearful': 0.0033855214715003967, 'happy': 0.9947128891944885, 'neutral': 0.00012378243263810873, 'sad': 0.000927026616409421, 'surprised': 0.0004380578175187111}",(singing and hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:18,surprised,"{'angry': 0.0011966807069256902, 'disgust': 0.00031960030901245773, 'fearful': 0.005788506008684635, 'happy': 0.330892950296402, 'neutral': 0.000995959504507482, 'sad': 0.0006875525577925146, 'surprised': 0.6601187586784363}","Just like that. Before we get into tonight's episode, we do have some announcements to get through, beginning with the first of our two sponsors, Cortex. Sam, if you don't mind."
SAM,00:00:18,00:01:51,happy,"{'angry': 0.0008893871563486755, 'disgust': 0.0003527238150127232, 'fearful': 0.0022215358912944794, 'happy': 0.9904965162277222, 'neutral': 0.0006549794343300164, 'sad': 0.0005096164532005787, 'surprised': 0.004875268321484327}","This episode is sponsored by Cortex, a brand new gaming toolset from our pals at Fandom, the D&D Beyond folks, that lets you create your own original game from hundreds of modular parts to best suit your world and play style. Using dice and descriptive traits, you can craft and play in all kinds of genres and worlds from books, TV, movies, and video games. Cortex is designed for episodic one shots as well as longer epic story arcs online or in person. To show you how easy it is, I used Cortex to design the most immersive horror game you'll ever experience. I call it Tax Code Carnage: IRS Annihilation, the thrilling and chilling game of adventure and accounting as you and your party delve into the darkness of the federal tax code and file your returns by April 15th before evil audit monsters garnish your soul. (laughter) I'll demonstrate. Oh, wait, I'm rolling too early. Oh no! (laughter) Oh no. I'm making up my own rules of the stupid game and I've already broken my own rules. (laughter) Oh no! A CPA aboleth is trying to shred my form 1040. Time to file an extension. A seven? My deductibles weren't itemized, so much red tape, no problem. I'll cast a 4th-level fixed asset cash flow spell. Nat one, I'm insolvent! (laughter) So my question to you guys is, does it need some more work or can Darrington Press publish this, like, right away?"
TRAVIS,00:01:51,00:01:52,sad,"{'angry': 0.0011348080588504672, 'disgust': 0.0030896859243512154, 'fearful': 0.24978984892368317, 'happy': 0.3018380105495453, 'neutral': 0.0015762433176860213, 'sad': 0.4286251366138458, 'surprised': 0.013946276158094406}","I mean, a little more play testing."
ASHLEY,00:01:52,00:01:54,happy,"{'angry': 0.0003309681487735361, 'disgust': 0.00037801332655362785, 'fearful': 0.0026099607348442078, 'happy': 0.9957028031349182, 'neutral': 0.0002510586054995656, 'sad': 0.00041130807949230075, 'surprised': 0.0003158282779622823}",I think it's ready to go.
SAM,00:01:54,00:01:56,happy,"{'angry': 0.0006289693992584944, 'disgust': 0.00012870074715465307, 'fearful': 0.0015463159652426839, 'happy': 0.9948040843009949, 'neutral': 0.00020819131168536842, 'sad': 0.00011021057434845716, 'surprised': 0.002573473611846566}",Or is it too spooky? Is it too scary?
ASHLEY,00:01:56,00:01:59,happy,"{'angry': 0.00012893465464003384, 'disgust': 9.446853073313832e-05, 'fearful': 0.0001589017774676904, 'happy': 0.998879611492157, 'neutral': 9.206875984091312e-05, 'sad': 8.001475362107158e-05, 'surprised': 0.0005660689203068614}","It's terrifying, my god."
LIAM,00:01:59,00:02:02,happy,"{'angry': 0.0001031059873639606, 'disgust': 6.379507976816967e-05, 'fearful': 8.534054359188303e-05, 'happy': 0.9994825124740601, 'neutral': 6.819005648139864e-05, 'sad': 8.847985009197146e-05, 'surprised': 0.00010857342567760497}",Great commercial read.
SAM,00:02:02,00:02:17,fearful,"{'angry': 0.0014495024224743247, 'disgust': 0.0006475963746197522, 'fearful': 0.9555529356002808, 'happy': 0.039562031626701355, 'neutral': 0.0005981812719255686, 'sad': 0.0007915951428003609, 'surprised': 0.0013980839867144823}","Anyway, right now Fandom is giving away free copies of the main Cortex rule book on Twitter, twitter.com/cortexrpg. So head over for a chance to get a copy or simply grab your own digital or physical copy right now at bit.ly/cortexrpgcr."
