speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:05,00:00:09,(hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:23,"Vibrato, thank you. I always wonder where it's going to go. Before we jump into tonight's episode, we're going to go ahead and go through some announcements if you don't mind. The first is our first sponsor for the night which is NordVPN."
LIAM,00:00:23,00:00:24,Nord.
MATT,00:00:24,00:00:30,"Sam, if you don't-- Sam? Sam was supposed--"
LIAM,00:00:30,00:00:49,"Oh, Matt? I'm sorry. If I may, Blackwillow69@aol.com and Cryptonic Override were tricked by the Serial Killer about four months ago. Remember, they tried to defeat the Ultra Codex and were banished inside the internet."
MATT,00:00:49,00:01:04,"Yeah, yeah, yeah. Wait, wait, wait, but then how are we supposed to, like, do this NordVPN sponsorship, then, if we don't have either of them, and also, what are Sam and Laura doing now if they're not here? (electronic music)"
LAURA,00:01:04,00:01:10,"Blackwillow69, we've been trapped in the dark web for nano-days. Where in the cyber code are we now?"
SAM,00:01:10,00:01:23,"It's hard to say, Cryptonic Override. The Serial Killer is so jacked in, he could've uploaded us anywhere. The brony web, DARPAnet, heck, we might even be in Bing, where no one goes."
LAURA,00:01:23,00:01:35,Watch out! Incoming meme cluster. (dog barking) (digital beeping)
"SAM, LAURA",00:01:35,00:01:46,"(grunting) (keyboard clacking) (beep, beep, beep) (beep)"
SAM,00:01:46,00:02:03,Oh no! A virus firewall. We've got to hack through it. Whoa! (digital lasers firing) Laser sword! (grunts) (horse neighs) (glass shatters) (cat cries)
LAURA,00:02:03,00:02:08,"Wow, now that was some spearfishing, Blackwillow. You pwned that trojan horse."
SAM,00:02:08,00:02:14,Me? I've never seen a cube gleamed IRL before. Cryptonic Override FTW.
LAURA,00:02:14,00:02:18,You know what? We make a pretty elite team.
SAM,00:02:18,00:02:21,"Live by the code, die by the code. Am I right?"
"SAM, LAURA",00:02:21,00:02:27,Hackz0rs click together.
LAURA,00:02:27,00:02:27,We've got to get to safety.
SAM,00:02:27,00:02:29,"Yeah, you're right, you're right."
LAURA,00:02:29,00:02:34,"Look, I think somehow we've managed to port into Dani Carr's Pinterest account."
SAM,00:02:34,00:02:37,"Whoa, it's adorable."
LAURA,00:02:37,00:02:38,So cute.
SAM,00:02:38,00:02:45,"We'll be safe here for a while, but to get out of the dark net we need someone to unjack us from the Ultra Codex."
LAURA,00:02:45,00:02:53,"But only a class C12 Hackmaster could achieve such a move, and they would definitely need NordVPN. Where can we find someone like that?"
SAM,00:02:53,00:02:58,Huh. Hmm.
LIAM,00:02:58,00:03:00,[inaudible] (laughter)
ASHLEY,00:03:00,00:03:02,Boy.
TALIESIN,00:03:02,00:03:11,"Damn it. I swore I was through with my hacker past, but I guess it's time to boot up and suit up."
TRAVIS,00:03:11,00:03:13,(gasps)
TALIESIN,00:03:13,00:03:40,"Right now, NordVPN has a special offer: a three year plan with 70% off, plus an additional month free if you sign up at https://NordVPN.com/criticalrole, https://NordVPN.com/criticalrole, or use a coupon code, Critical Role, at checkout! Now, I'm going to use it for one last slice!"
ASHLEY,00:03:40,00:03:42,Whoa! (laughter)
MATT,00:03:42,00:03:59,"Okay. I guess... tune in next episode? They're-- They're episodes now, why? Why are-- okay. Cool, thanks, guys and thank you, NordVPN."
LIAM,00:03:59,00:04:04,Yay! (laughter)
MATT,00:04:04,00:05:06,"Okay, our second sponsor tonight, (laughs) our friends at D&D Beyond. They've been with us since the beginning of the campaign, and happy to have you along for the return to this chaos. If you guys haven't had a chance check it out yet, it's an amazing online digital tool for all of your D&D campaign needs both as a player and a DM, and you can now pre-order the new announced D&D story campaign book coming out soon of the Icewind Dale, Rime of the Frost Maiden. I wanted to make sure I got the name right on that one, which Icewind Dale is good shit, anyway You can get it now on D&D Beyond for a pre-order and immediately unlock six character sheet backgrounds and unique digital dice for the setting, which is cool. The release includes 50 brand new monsters, over 26 terrifying locations, and 320 pages of modern horror. So check it out now at D&D Beyond. That's dndbeyond.link/icewind. All righty, I think those are our sponsorships. We have some quick announcements to get through. Marisha, you had something you wanted to talk about."
MARISHA,00:05:06,00:05:26,"Yes, so, you all should join us next Tuesday, July 21st at 4:00pm Pacific for our next episode-- it's never not weird-- of Narrative Telephone. (cheering) Featuring a story, which we have all definitely heard, from Travis Willingham."
ASHLEY,00:05:26,00:05:26,"Oh, yeah, woo, so hard."
SAM,00:05:26,00:05:28,"Oh, it was so good. The twists, the turns."
