speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.0044761779718101025, 'calm': 0.0009170044213533401, 'disgust': 0.001954140141606331, 'fearful': 0.009563473984599113, 'happy': 0.9768800735473633, 'sad': 0.00022460707987193018, 'surprised': 0.005984420422464609}","Hello everyone, and welcome to tonight's episode of Critical Role where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,fearful,"{'angry': 0.0008154455572366714, 'calm': 0.002206822857260704, 'disgust': 0.019367149099707603, 'fearful': 0.7002164721488953, 'happy': 0.005845644045621157, 'sad': 0.27070170640945435, 'surprised': 0.0008467672159895301}",(singing and hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:18,happy,"{'angry': 0.004046769812703133, 'calm': 0.0016607544384896755, 'disgust': 0.00212691118940711, 'fearful': 0.007176649756729603, 'happy': 0.8615142107009888, 'sad': 0.0005034476052969694, 'surprised': 0.12297122925519943}","Just like that. Before we get into tonight's episode, we do have some announcements to get through, beginning with the first of our two sponsors, Cortex. Sam, if you don't mind."
SAM,00:00:18,00:01:51,happy,"{'angry': 0.26154446601867676, 'calm': 0.0006836312240920961, 'disgust': 0.014710385352373123, 'fearful': 0.02672710083425045, 'happy': 0.6927387118339539, 'sad': 0.00030824815621599555, 'surprised': 0.0032873577438294888}","This episode is sponsored by Cortex, a brand new gaming toolset from our pals at Fandom, the D&D Beyond folks, that lets you create your own original game from hundreds of modular parts to best suit your world and play style. Using dice and descriptive traits, you can craft and play in all kinds of genres and worlds from books, TV, movies, and video games. Cortex is designed for episodic one shots as well as longer epic story arcs online or in person. To show you how easy it is, I used Cortex to design the most immersive horror game you'll ever experience. I call it Tax Code Carnage: IRS Annihilation, the thrilling and chilling game of adventure and accounting as you and your party delve into the darkness of the federal tax code and file your returns by April 15th before evil audit monsters garnish your soul. (laughter) I'll demonstrate. Oh, wait, I'm rolling too early. Oh no! (laughter) Oh no. I'm making up my own rules of the stupid game and I've already broken my own rules. (laughter) Oh no! A CPA aboleth is trying to shred my form 1040. Time to file an extension. A seven? My deductibles weren't itemized, so much red tape, no problem. I'll cast a 4th-level fixed asset cash flow spell. Nat one, I'm insolvent! (laughter) So my question to you guys is, does it need some more work or can Darrington Press publish this, like, right away?"
TRAVIS,00:01:51,00:01:52,fearful,"{'angry': 0.0009179981425404549, 'calm': 0.001286341343075037, 'disgust': 0.005062363110482693, 'fearful': 0.9221512675285339, 'happy': 0.036884333938360214, 'sad': 0.03044290468096733, 'surprised': 0.0032547819428145885}","I mean, a little more play testing."
ASHLEY,00:01:52,00:01:54,happy,"{'angry': 0.001952625229023397, 'calm': 0.0016497186152264476, 'disgust': 0.001071679755114019, 'fearful': 0.0051995255053043365, 'happy': 0.9873610734939575, 'sad': 0.00017019928782247007, 'surprised': 0.0025952120777219534}",I think it's ready to go.
SAM,00:01:54,00:01:56,happy,"{'angry': 0.002251104451715946, 'calm': 0.0011394243920221925, 'disgust': 0.003328485880047083, 'fearful': 0.010811279527842999, 'happy': 0.9791873693466187, 'sad': 0.0003734329075086862, 'surprised': 0.002908926922827959}",Or is it too spooky? Is it too scary?
ASHLEY,00:01:56,00:01:59,surprised,"{'angry': 0.002582911169156432, 'calm': 0.0008559987763874233, 'disgust': 0.0022413067054003477, 'fearful': 0.0030422161798924208, 'happy': 0.05916478484869003, 'sad': 0.0011346826795488596, 'surprised': 0.9309781193733215}","It's terrifying, my god."
LIAM,00:01:59,00:02:02,surprised,"{'angry': 0.009340952150523663, 'calm': 0.0013091237051412463, 'disgust': 0.3004719614982605, 'fearful': 0.030657442286610603, 'happy': 0.04743540287017822, 'sad': 0.02695356495678425, 'surprised': 0.5838315486907959}",Great commercial read.
SAM,00:02:02,00:02:17,happy,"{'angry': 0.21224431693553925, 'calm': 0.0005409435252659023, 'disgust': 0.009228937327861786, 'fearful': 0.0838884711265564, 'happy': 0.6875364780426025, 'sad': 0.00048115727258846164, 'surprised': 0.006079700775444508}","Anyway, right now Fandom is giving away free copies of the main Cortex rule book on Twitter, twitter.com/cortexrpg. So head over for a chance to get a copy or simply grab your own digital or physical copy right now at bit.ly/cortexrpgcr."
MARISHA,00:02:17,00:02:18,happy,"{'angry': 0.24459262192249298, 'calm': 0.0014873805921524763, 'disgust': 0.3501638174057007, 'fearful': 0.010343922302126884, 'happy': 0.3863896429538727, 'sad': 0.0014360531931743026, 'surprised': 0.0055864909663796425}",Ey!
MARISHA,00:02:18,00:02:19,happy,"{'angry': 0.0019197753863409162, 'calm': 0.058926843106746674, 'disgust': 0.010483588092029095, 'fearful': 0.023587778210639954, 'happy': 0.8910948038101196, 'sad': 0.008984867483377457, 'surprised': 0.005002341698855162}",Ey!
TRAVIS,00:02:19,00:02:21,disgust,"{'angry': 0.003961687441915274, 'calm': 0.00039342499803751707, 'disgust': 0.9791867733001709, 'fearful': 0.0019053623545914888, 'happy': 0.0044061364606022835, 'sad': 0.005928338505327702, 'surprised': 0.004218289162963629}","Nice job, taxman."
MARISHA,00:02:21,00:02:22,sad,"{'angry': 0.00014367568655870855, 'calm': 0.019364403560757637, 'disgust': 0.009428541176021099, 'fearful': 0.06882189214229584, 'happy': 0.0019505253294482827, 'sad': 0.898712158203125, 'surprised': 0.001578729716129601}",Good game.
SAM,00:02:22,00:02:26,happy,"{'angry': 0.058363549411296844, 'calm': 0.0010030531557276845, 'disgust': 0.30997613072395325, 'fearful': 0.02714996039867401, 'happy': 0.541220486164093, 'sad': 0.003531352151185274, 'surprised': 0.05875542759895325}",File early! (laughter)
MATT,00:02:26,00:02:50,happy,"{'angry': 0.003937773872166872, 'calm': 0.0012734542833641171, 'disgust': 0.004571213386952877, 'fearful': 0.009408301673829556, 'happy': 0.9656075239181519, 'sad': 0.0004865305090788752, 'surprised': 0.014715198427438736}","Awesome. Thank you very much, Sam. And thank you, Fandom friends and Cortex. Our second sponsor for tonight is Hocus Pocus the game. That is a thing that exists, like the OG, awesome Hocus Pocus classic of the era. In the game, players must match the color of the ingredients on the game board to stun the Sanderson sister and stop-- sisters-- or stop their sinister plot."
