speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.011009566485881805, 'calm': 0.0012337485095486045, 'disgust': 0.0013752549421042204, 'fearful': 0.005033794324845076, 'happy': 0.9768522381782532, 'sad': 0.00010989287693519145, 'surprised': 0.0043855211697518826}","Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:19,happy,"{'angry': 0.007157488726079464, 'calm': 0.003707120893523097, 'disgust': 0.015061510726809502, 'fearful': 0.06025780737400055, 'happy': 0.7696563601493835, 'sad': 0.0056359972804784775, 'surprised': 0.138523668050766}","(discordant shouting) (laughter) Before we start tonight's game, we do have some announcements to get through. Beginning with our first of two sponsors tonight, D&D Beyond. Sam."
SAM,00:00:19,00:00:48,happy,"{'angry': 0.24026231467723846, 'calm': 0.0010777782881632447, 'disgust': 0.015309421345591545, 'fearful': 0.008040723390877247, 'happy': 0.7312255501747131, 'sad': 0.00020099146058782935, 'surprised': 0.003883118974044919}","Guys you may have noticed that I haven't done a D&D Beyond ad in quite some time. Now, they haven't said anything about it, but I think it's because I'm on some sort of probation. Maybe it was all the Scottish accents, maybe it was the fart jokes, maybe there weren't enough fart jokes, I don't know. But clearly I'm on some sort of probation. So tonight, I'm going to do everything by the book. Nothing crass, nothing silly, just the advertising words as written. And to keep me on track, Ashley over here has volunteered. Ash?"
ASHLEY,00:00:48,00:00:50,happy,"{'angry': 0.002992291236296296, 'calm': 0.007644003257155418, 'disgust': 0.004553853068500757, 'fearful': 0.008734720759093761, 'happy': 0.9712519645690918, 'sad': 0.0009392277570441365, 'surprised': 0.0038839755579829216}",Yeah.
SAM,00:00:50,00:00:51,calm,"{'angry': 0.004528088495135307, 'calm': 0.988486647605896, 'disgust': 0.0010002271737903357, 'fearful': 0.00032368104439228773, 'happy': 0.001858923933468759, 'sad': 0.003256280440837145, 'surprised': 0.0005460790125653148}",Do not let me stray from the script.
ASHLEY,00:00:51,00:00:54,sad,"{'angry': 0.0038935435004532337, 'calm': 0.055826637893915176, 'disgust': 0.1986347734928131, 'fearful': 0.17665456235408783, 'happy': 0.03583503141999245, 'sad': 0.5272101163864136, 'surprised': 0.001945402123965323}","No no no, I got you, you're good."
SAM,00:00:54,00:01:07,happy,"{'angry': 0.02381048910319805, 'calm': 0.0009806053712964058, 'disgust': 0.005983785260468721, 'fearful': 0.015394608490169048, 'happy': 0.9502522945404053, 'sad': 0.0002799744252115488, 'surprised': 0.0032981878612190485}","Okay this episode is sponsored by our friends D&D Beyond, and the new Tasha's Cauldron of Everything. The most ambitious, biggest expansion source book in years. You know what is funny, when I'm at home, my biggest expansion is something a little less literary--"
ASHLEY,00:01:07,00:01:09,surprised,"{'angry': 0.006925470661371946, 'calm': 0.0005686510121449828, 'disgust': 0.002592012519016862, 'fearful': 0.002675427123904228, 'happy': 0.08381412923336029, 'sad': 0.000563517794944346, 'surprised': 0.902860701084137}","Sam, no, no, no!"
SAM,00:01:09,00:01:31,happy,"{'angry': 0.40875476598739624, 'calm': 0.0009118069428950548, 'disgust': 0.009400970302522182, 'fearful': 0.00683447765186429, 'happy': 0.5701308250427246, 'sad': 0.0001335339475190267, 'surprised': 0.003833613358438015}","Oh, thank you, thank you, Ashley, yes, you're right. Okay. Players can experiment with character builds by using 22 new subclasses. While DMs can liven up their campaigns with an expanded toolkit, puzzle guides, and unnatural environments like magic storms. You know what, magic storms sounds like a hip R&B album. ♪ Ooh, magic storms, keep you warm, oh good... ♪"
ASHLEY,00:01:31,00:01:36,angry,"{'angry': 0.5537404417991638, 'calm': 0.0007582941325381398, 'disgust': 0.04089847579598427, 'fearful': 0.07250280678272247, 'happy': 0.2581499218940735, 'sad': 0.0017357028555124998, 'surprised': 0.07221437990665436}","(clicks training clicker) Hey, no. (laughter) Shush! Sit down."
