speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:01:42,Neutral,"{'Angry': 5.265608912438657e-13, 'Disgusted': 2.001093315031656e-14, 'Fearful': 4.6930627007441775e-15, 'Happy': 7.206190397006373e-13, 'Neutral': 1.0, 'Other': 2.42429321009477e-15, 'Sad': 1.7647178206584013e-12, 'Surprised': 2.1276402406393558e-13, 'Unknown': 1.3235730904565066e-14}","Hello everyone! Welcome to Critical Role tonight! We have some interesting adventurous points to go over. We're also coming off International Tabletop Day, which we had a great time. Met a lot of the wonderful fans, one of which had created their own t-shirt of our group and inspired us to do the same! So you'll see a bunch of us wearing our fantastic, full assortment of Critical Role party member t-shirts tonight. Just for fun. In the meantime, let’s go ahead and get this started, as we all have the chance to warm up with character backgrounds and maybe a little surprise. So be back here in a few minutes, guys! (drumming battle music) (drumming battle music continues)"
ASHLEY,00:01:42,00:03:45,Neutral,"{'Angry': 0.0009298859513364732, 'Disgusted': 0.03963744267821312, 'Fearful': 0.0016524795209988952, 'Happy': 0.071231409907341, 'Neutral': 0.5579792857170105, 'Other': 0.010483704507350922, 'Sad': 0.00652985880151391, 'Surprised': 1.0556838788033929e-05, 'Unknown': 0.31154531240463257}","Pike grew up in the outskirts of town, near the Bramblewood. Her ancestors were a family of deep gnomes with quite an unfavorable reputation. Thievery, destruction, and trickery left them with the curse of the last name Trickfoot. Sarenrae, the goddess of healing and redemption, had other plans for Pike's great-great-grandfather, Wilhand, who left his family at a young age after a dream. A dream that changed the course of the Trickfoot family. Wilhand devoted his life to Sarenrae and pledged from then on that him and his family would live a life of service and devotion. As a child, Pike seemed to have an affinity to heal. Whether it was animals, people, or even flowers, she felt she had a purpose in making things whole that had once been broken. She studied and learned the ways to heal through divine magic. She lived a peaceful life, quiet and simple, until one day, Wilhand was captured and almost killed by a group of goliath barbarians. One of the goliaths took a stand against the murder of the innocent gnome and he himself was beaten, bloodied, and left for dead, abandoned by his herd. Wilhand went to Pike for help. She prayed and healed this barbarian as best she could, bringing him back to life. When he awoke, she discovered his name was Grog Strongjaw. After that, they were best of friends, a rather unlikely pair. Little did she know that in a few years' time Grog would soon return the favor and bring her back from the clutches of death. After being killed in battle, Pike felt angry. She wanted to be stronger so that it would never happen again. She spent four months at sea training with the men and women aboard a ship called the Broken Howl. Gripping her holy symbol in one hand, and her morningstar in the other, this time, Pike is ready."
TRAVIS,00:03:45,00:05:33,Happy,"{'Angry': 0.01383922528475523, 'Disgusted': 0.025854002684354782, 'Fearful': 0.004030496813356876, 'Happy': 0.327011376619339, 'Neutral': 0.13933329284191132, 'Other': 0.01714489236474037, 'Sad': 0.18528787791728973, 'Surprised': 0.0001730546646285802, 'Unknown': 0.28732582926750183}","Right, Listen up! If you have ale, then you have a friend in Grog Strongjaw! A goliath of towering height and size, this barbarian has an appetite for the two great loves in his life: combat, women, and ale! (chuckle) (record scratch) Wait. Easily the brains of the group, Grog is often consulted for his vast knowledge of shapes, colors, and (chuckle) shiny things! ...also ale. In his early years, armed with his two-handed great axe, Grog often enjoyed proving his might amongst the ranks of his family's wandering herd. But after coming upon an unsuspecting elderly gnome in the woods, he objected to the killing such an innocent life. A creature of impulse, Grog felt only pity for this... well this terrified little thing. And his disobedience cost him dearly. (weapon crack) Beaten bloody, and banished by the herd leader, his uncle Kevdak, Grog was abandoned and left to die. Exiled from his herd, it was then that the relative of the very gnome he fought to save, saved him. It was the kindness of a gnome cleric named Pike, that healed Grog, bringing him back from death's edge. And they have remained close friends ever since. (brawling sounds) Most nights, Grog can be found challenging entire taverns to wrestling matches! Ha! ...or accompanying Scanlan to the nearest house, where you pay for... lady favors. Also ale!"
MARISHA,00:05:33,00:07:36,Neutral,"{'Angry': 5.049687334945929e-10, 'Disgusted': 2.42249664772487e-10, 'Fearful': 8.485261104862474e-11, 'Happy': 5.768222011148794e-10, 'Neutral': 1.0, 'Other': 2.9689074115824e-11, 'Sad': 1.450600972674465e-09, 'Surprised': 4.420557531137348e-10, 'Unknown': 3.8656768758249527e-11}","A first Impression of Keyleth would leave you with little information on the half-elven druid. You might even think that her social awkwardness due to her sheltered upbringing is kinda sweet. (chuckle) Of course, it would be unwise underestimate her based on first impressions. (thunder crack) Under that unintimidating petite frame is a vicious beast waiting to be unleashed, whose natural powers have made even the fiercest of champions pee their pants, literally! (soft chuckle) Born to the Air Tribe of the Ashari people, Keyleth was raised with a deep love of nature and the elemental magics. It is her people’s inherent duty to protect the delicate areas in Tal'Dorei where the four elemental planes begin to bleed with this realm. Since she was a little girl, she had quite a knack for air manipulation and beast shaping abilities. Well, if you consider kittens and flying squirrels to be little beasts. Which, I do. (clears throat) Anyways, it wasn't long before the headmaster of the tribe, her father, Kohren, realized her true prodigious abilities and she was inveterated to succeed him as the next headmaster. Just like that, her jovial childhood was stripped and replaced with endless spell memorization, teachings from ancient traditions, and exceedingly high expectations. Every druid leader to be must embark on a journey to seek out the sister tribes in order to introduce and establish respect amongst the fellow headmasters. They call this the Aramente, or Noble Odyssey. When her father felt she was ready, he set her on the path to truly discovering herself. Not knowing when, or if she will ever return. As she hiked down the mountain towards Stillben, she meditated on the task ahead. Part of the Aramente is proving yourself a strong warrior, a valiant protector, and a wise and compassionate leader. With this knowledge, one thought plays in repeat in her mind: Is she even worthy?"
TALIESIN,00:07:36,00:08:50,Neutral,"{'Angry': 2.699451719014728e-13, 'Disgusted': 1.0097138409940771e-14, 'Fearful': 2.031639652450251e-15, 'Happy': 3.9504139434480556e-13, 'Neutral': 1.0, 'Other': 1.0366787537050915e-15, 'Sad': 7.831456295091799e-13, 'Surprised': 1.1102812327292919e-13, 'Unknown': 5.868012595066719e-15}","Percy was the third child of 7 children, born to a noble family who lived far to the north in the ancient castle of Whitestone. With so many siblings to share the burdens of lordship, Percy turned his attention to the sciences, engineering, and naturalism. One day, a mysterious couple, named Lord and Lady Briarwood, came to court. During a feast held in their honor, the Briarwoods violently took control of the castle, killing or imprisoning everyone who would stand in their way. Percy awoke chained in the dungeon, only to be freed by his younger sister. Together they fled, chased by the Briarwoods’ men. As they ran, Percy’s sister took several arrows to the chest and fell. Percy kept running, eventually jumping into a freezing river and floating unconscious to freedom. He did not remember waking up on a fishing boat. He barely remembered the next two years, as he slowly made his way as far south as possible. Then one night, Percy had a dream. A roaring cloud of smoke offered him vengeance against those who destroyed his family. When he awoke, Percy began to design his first gun. (sound of a gun cocking and firing)"
SAM,00:08:50,00:10:14,Neutral,"{'Angry': 0.0037947804667055607, 'Disgusted': 0.01194776687771082, 'Fearful': 0.0043964083306491375, 'Happy': 0.017098071053624153, 'Neutral': 0.8677749037742615, 'Other': 0.007277116645127535, 'Sad': 0.05768604949116707, 'Surprised': 0.0006711994647048414, 'Unknown': 0.029353687539696693}","Oh, you haven’t heard of Scanlan Shorthalt? Well, gird your loins, ladies, because he has his eye on you. A talented musician, master of disguise, and dashingly handsome in his own mind, Scanlan sings songs almost as much as he sings his own praises. Born a poor gnome, Scanlan used his endless charm and soaring tenor voice to croon for coin and support his single mother. One day he was discovered by a half-orc promoter, and joined Dr. Dranzel’s Spectacular Traveling Troupe where he learned the ways of the world, and honed his skills as a bard extraordinaire. A loner much of his life, Scanlan has never quite come to terms with the violent death of his mother at the hands of a goblin invasion. While his years on the road provided many, shall we say, educational experiences with the opposite sex, deep down Scanlan yearns for the one thing he’s never known: the true love of a fellow gnome. Still, Scanlan considers himself a lover first, performer second, and fighter distant third. On the battlefield, he’ll support his allies, but rarely draws blood unless it’s to protect fellow gnome, Pike. Count on Scanlan for a hearty laugh, a rollicking song, and a twinkle in his eye that melts hearts and makes the females swoon."
ORION,00:10:14,00:12:11,Happy,"{'Angry': 0.01088704727590084, 'Disgusted': 0.08789899200201035, 'Fearful': 0.003613009350374341, 'Happy': 0.4830811619758606, 'Neutral': 0.32021087408065796, 'Other': 0.009564170613884926, 'Sad': 0.013173319399356842, 'Surprised': 0.0009808138711377978, 'Unknown': 0.07059060782194138}","Greetings and salutations. I am Tiberius Stormwind. I hail from a town called Ty'rex, located in the heart of Draconia, born from a politically respected family. At the age of 15, I succeeded in passing the Sorcerer’s Rite, showing prodigy-like control of my magic. The judges and the Draconian high council were amazed at how powerful my spells were for how long I had been training. At 20 years old, I was the youngest appointed member of the magic guild in Draconian history. For the next few years, I almost went mad from the malaise of being a guild member, as it’s rather boring. However, one day I happened upon a chamber, unused for quite some time. In the room were stacks of books and maps of the surrounding cities and areas around the known world. For months I would frequent the chamber, and learned of artifacts from legend. After a long period of research, I made a list of artifacts that caught my eye. I brought these findings to the high council and was told that all of the information in the chamber I had stumbled upon was either believed to be fiction, or unsolvable mysteries, and hence were lost forever. I found those answers to be unacceptable. A year later I devised a ruse and managed to convince the city council to lend support in me leaving Draconia on a mission of peace and diplomacy for the surrounding kingdoms. Going from town to town and making friends and allies, in and for the name of Draconia. Being a red dragonborn, I had quite the task on my hands in that respect, but it was exactly what I needed so I could explore the world and find these artifacts, as I felt the truth was out there. Some may describe me as buffoonish, but I say poppycock to all that. I am much sharper than most give me credit for. I just don’t pay attention to things sometimes. I’ve also been known to be rather cunning, loyal, happy-go-lucky, and well, dangerous. I can’t help but show my true scales every now and then. But overall, I think I’m quite friendly for a Dragonborn."
LIAM,00:12:11,00:13:40,Neutral,"{'Angry': 2.913356240696885e-07, 'Disgusted': 4.039981376990909e-06, 'Fearful': 6.229112159417127e-08, 'Happy': 9.96230482996907e-07, 'Neutral': 0.9999933242797852, 'Other': 9.504134368398809e-08, 'Sad': 9.32605530579167e-07, 'Surprised': 5.454694829154505e-08, 'Unknown': 1.9145927865338308e-07}","Never entirely welcome in the company of elves or men, Vax'ildan learned at a young age to skip past formality, preferring instead to invite himself in your door. Along with twin sister Vex'ahlia, Vax was born by a chance encounter between elven royalty and human peasantry. Raised by their mother in their early years, the twins were eventually sent off to their father in the elven capital of Singorn. But their cool reception among the elves there never warmed, and their time in the capital didn’t last. The siblings stole away one autumn night and set out on the open road. After a few years of wandering, they eventually decided to return to their mother, and journeyed back to the lands of their youth. But instead of finding their childhood home, they returned to a pile of rubble. Their mother was gone, their home burned to ash. Pressing the townspeople for answers, they learned of the day the dragon came. (dragon roaring) With their ties all severed, Vax'ildan and his sister set out to find their fortune together in Tal'Dorei. An outsider since birth, Vax quickly learned to solve life’s challenges in his own particular way, often by sidestepping them entirely. And when his knack for circumventing adversity isn’t enough, (ringing weapons SFX) the way of blades the elves schooled him in more than makes up the difference."
LAURA,00:13:40,00:15:04,Neutral,"{'Angry': 8.513187822245527e-06, 'Disgusted': 0.0001285505131818354, 'Fearful': 2.1310073861968704e-05, 'Happy': 0.0003376599051989615, 'Neutral': 0.9176969528198242, 'Other': 1.7875483536045067e-05, 'Sad': 0.08173651248216629, 'Surprised': 1.810941625990381e-06, 'Unknown': 5.082780626253225e-05}","Like so many half-elves, Vex'ahlia has spent most of her life suffering the cool reception of a people who don’t fully accept her. Born of a human mother, and an elven father who only later in life took an interest in their existence, Vex'ahlia and her twin brother Vax'ildan quickly realized the only people they could truly rely on in this world were each other. It was at the age of 10 when the two were taken from their mother, and brought to live in Singorn, the isolated elven city for which their father was an ambassador. He quietly took them in, but always kept an icy distance, and after too many years of disdainful looks, the pair decided to leave his indifference behind, and set out on their own. Vax took to the cities, stealing small trinkets and learning the ways of the thief, while Vex kept to the woods. She preferred the isolation. Always the keen observer, she learned to hunt and to track, to spy and to shoot. And through a series of fateful events, earned herself a companion in the form of a bear - her own stolen Trinket - to fight alongside her and protect her fiercely. Also he is adorable, and gives expert massages."
MATT,00:15:04,00:15:19,Happy,"{'Angry': 2.249872926851637e-10, 'Disgusted': 7.132346935279088e-10, 'Fearful': 4.04114824936741e-10, 'Happy': 1.0, 'Neutral': 2.864413595204951e-09, 'Other': 5.572972083811578e-10, 'Sad': 2.9653279831620694e-09, 'Surprised': 1.5638784711669018e-10, 'Unknown': 1.1316098058600232e-09}","Welcome back, everyone! The new intro tonight, which I think we're all pretty damn proud of, was put together by our fantastic overlord, Zac. (all cheering)"
