speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:01:19,Happy,"{'Angry': 1.2594144616073777e-09, 'Disgusted': 1.212267064509831e-09, 'Fearful': 1.146779199379111e-10, 'Happy': 0.9999995231628418, 'Neutral': 5.009965207136702e-07, 'Other': 2.657167541553207e-10, 'Sad': 1.4798126279913504e-08, 'Surprised': 2.5526647462470464e-10, 'Unknown': 3.069754173079531e-10}","Hello and good evening, everyone, and welcome to Critical Role, where a bunch of us crazy, zany, nerdy-ass voice actors play Dungeons and Dragons. For those of us meeting us for the first time, welcome; this is us playing DND from a homebrew campaign with a few homebrew rules, but overall, it's a fun time. Couple of announcements I want to get over before we start up the game: One, we have a subscriber challenge, apparently, every 100 subscribers we get, we are giving away a signed poster of the cast of Critical Role, as well as a signed portrait or a giant poster of a beautiful piece of art by Kit Buss, our official artist. The cast will be signing both of those and giving those away to whoever wins and every 100 subscribers whoever is active in the chatroom will be opting in to be chosen randomly for that prize, so we'll keep an eye out for that and we will be announcing those winners as they come in. So that's every 100 subscribers. Also, there is a challenge that if we can manage to hit 7,000 subscribers by the beginning of the day tomorrow, the streaming tomorrow, one, there will be apparently some sort of Pikachu costume will be purchased and worn around the studio. This is all the information I have, and I'm excited at the vagueness that was presented to me, because that could mean anything, which, you know, with enough pressure, peer pressure especially, anyone can be put into a Pikachu costume."
ZAC,00:01:19,00:01:22,Neutral,"{'Angry': 0.0002715033187996596, 'Disgusted': 0.0007218240643851459, 'Fearful': 0.0001630671467864886, 'Happy': 0.0008783965604379773, 'Neutral': 0.9920762777328491, 'Other': 0.0018620979972183704, 'Sad': 0.00045551106450147927, 'Surprised': 2.9029786674072966e-05, 'Unknown': 0.0035424339585006237}",Not anyone.
MATT,00:01:22,00:01:55,Other,"{'Angry': 0.0009427831973880529, 'Disgusted': 0.043573662638664246, 'Fearful': 0.00949779897928238, 'Happy': 0.003114187391474843, 'Neutral': 0.4053415358066559, 'Other': 0.49496468901634216, 'Sad': 0.0027921893633902073, 'Surprised': 0.031808435916900635, 'Unknown': 0.007964636199176311}","(laughs) Anyone. Also, there is apparently a promise for a party tomorrow evening with some fun guests and performers if we manage to hit 7k by the beginning of tomorrow's stream. This has been given to me by our gracious Overlord. Also, apparently the mods have their own challenge if we hit 7k by tomorrow that I've been told I don't really need to mention, which means I'm going to mention it, because apparently, there will be a Snugglelord or Overlord body pillow made. I think you should try and make that happen."
ZAC,00:01:55,00:02:01,Neutral,"{'Angry': 2.2646129763104206e-11, 'Disgusted': 3.4225515217062297e-12, 'Fearful': 8.317895526001318e-13, 'Happy': 8.558925790325134e-11, 'Neutral': 1.0, 'Other': 6.026752989891915e-13, 'Sad': 1.414879879924058e-10, 'Surprised': 9.112019298818108e-12, 'Unknown': 2.3474605505974244e-12}","I asked really politely for that not to be mentioned. Cool, no, I'm going to remember that."
MATT,00:02:01,00:03:13,Happy,"{'Angry': 2.5881174980924015e-09, 'Disgusted': 9.378087639788646e-09, 'Fearful': 6.835449539721594e-09, 'Happy': 1.0, 'Neutral': 4.172103107435987e-09, 'Other': 2.7201950913990913e-08, 'Sad': 7.612227292952412e-09, 'Surprised': 5.6314877205920766e-09, 'Unknown': 1.125563731108059e-08}","How could you not mention that?! How could you not mention that? So 7k, guys. See if we can, see if we could make that happen, because I think it means if one can be made, many can be made and I think all of us here at Critical Role would be happy to have copies for ourselves. So that's now up in the air. Let's see. A couple other quick announcements: we also have our charity, 826LA, they're a fantastic charity, 826 across the nation, but especially we're donating to 826LA. They have afterschool programs and a lot of tutoring for creative writing skills and general literacy skills-- I can't talk today-- for kids from five up to late teens. They're a great charity; check them out. We really appreciate you guys' support in that. Also, we will have a one week break in Critical Role next week as both me and Marisha will be out of town doing that thing in the desert, so we'll be gone for a week, but we will return the week after, so that will be the second week of September to pick up our regular Critical Role schedule from there. I think that's it, and that's all. Let's see if anybody else have any major announcements."
TRAVIS,00:03:13,00:03:15,Happy,"{'Angry': 1.1614323724984388e-08, 'Disgusted': 2.1899317914630956e-08, 'Fearful': 1.504851687705866e-09, 'Happy': 0.9999998807907104, 'Neutral': 8.401145379366426e-08, 'Other': 5.890041787637301e-09, 'Sad': 6.848733136166629e-09, 'Surprised': 1.5092847860387337e-08, 'Unknown': 3.949457205720819e-09}",Love you.
MATT,00:03:15,00:04:33,Happy,"{'Angry': 6.754186543389551e-09, 'Disgusted': 3.6226705191211295e-08, 'Fearful': 3.325801500864145e-08, 'Happy': 0.9999994039535522, 'Neutral': 2.919672148493646e-08, 'Other': 3.359709808137268e-07, 'Sad': 9.594770489229631e-08, 'Surprised': 1.6064960917105964e-08, 'Unknown': 5.37181996662639e-08}","Oh, Grog's being sweet over there. We'll have some fun things to show when we come back, but in the meantime, let's go ahead and get ourselves ready to jump on in to our next session of Critical Role. [dramatic music]"
MATT,00:04:33,00:04:49,Neutral,"{'Angry': 0.248238205909729, 'Disgusted': 0.0008471680921502411, 'Fearful': 0.00018588101374916732, 'Happy': 0.0503811351954937, 'Neutral': 0.45135655999183655, 'Other': 0.0026647960767149925, 'Sad': 0.2432686686515808, 'Surprised': 0.00019464043725747615, 'Unknown': 0.002862994559109211}","All right, guys. Welcome back. Picking up where we left off to give you guys some overview here, the party had put themselves in a situation where they-- Taliesin is currently cleansing the area of Wil Wheaton's dice rolls from the previous two weeks."
LAURA,00:04:49,00:04:52,Sad,"{'Angry': 0.005381128750741482, 'Disgusted': 0.04134078696370125, 'Fearful': 0.030578570440411568, 'Happy': 0.00662081828340888, 'Neutral': 0.2758486568927765, 'Other': 9.211453289026394e-05, 'Sad': 0.639278769493103, 'Surprised': 0.0005373011226765811, 'Unknown': 0.00032177602406591177}",Feel better?
TALIESIN,00:04:52,00:04:56,Neutral,"{'Angry': 2.3734025944577297e-06, 'Disgusted': 2.5080753403017297e-06, 'Fearful': 1.0883594114829975e-07, 'Happy': 0.2516607642173767, 'Neutral': 0.7482901811599731, 'Other': 2.316778363820049e-06, 'Sad': 3.383713192306459e-05, 'Surprised': 8.213111613031288e-08, 'Unknown': 7.824236490705516e-06}",We'll see if I feel better.
