speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:08,(hollering) We play Dungeons & Dragons!
MATT,00:00:08,00:00:23,"That one. It's been a few weeks. Happy to be back. Happy to see you guys. And before we hop into tonight's episode, we have a hefty chunk of announcements to get to because of that little delay. Beginning with the first of three sponsors tonight: Ravensburger. Sam."
SAM,00:00:23,00:01:00,"(lisping) Yeah, hello. This episode is sponsored by Ravensburger and The Princess Bride Adventure game. Worked together to control characters and complete each chapter's challenges. Game includes-- it's me, Vizzini. Game includes seven paintable miniatures, of Buttercup, Westley, Inigo Montoya, Fezzik and more! Flip through game boards as you retell the epic tale of The Princess Bride. Available now at Target and at bit.ly/CRPrincessBride. To celebrate, I would like to invite my best friend in the world, Liam O'Brien, to share a toast with me. A toast."
LIAM,00:01:00,00:01:05,"No, no, no, why am I dressed like this? Wait, Princess Bride, goblet of wine-- are you trying to poison me?"
SAM,00:01:05,00:01:10,Why don't you sniff your glass and tell me?
LIAM,00:01:10,00:01:16,The best impressions are the ones where you have to say the name of the character that you're doing. (laughter)
LIAM,00:01:16,00:01:18,I do not smell anything.
SAM,00:01:18,00:01:29,"Aha! What you do not smell is the residue from my gigantic flask. It is odorless, tasteless, dissolves instantly, and is among the most deadly poisons known to man."
LIAM,00:01:29,00:01:32,The disgusting foul flask that you never wash?
SAM,00:01:32,00:01:43,"Correct! One of our goblets is from a fresh bottle of wine. The other was poured directly from my cursed flask, but which is which? The battle of wits has begun."
LIAM,00:01:43,00:01:46,"I mean, you pour the poison on mine, right?"
SAM,00:01:46,00:02:00,"Did I? Am I the sort of man who would pour poison into his own goblet or his enemy? A clever man would put the poison in his own goblet because he knows that only a great fool would reach for what's given, but you are not a great fool. So clearly you should not choose the one in front of you."
LIAM,00:02:00,00:02:05,"Yeah, but we can't switch glasses. Got the whole social distancing thing."
SAM,00:02:05,00:02:16,"Which a man like me would have taken into account! So clearly you cannot trust the goblet in front of you because I know you won't trust the goblet, then clearly I can not trust the goblet in front of me."
LIAM,00:02:16,00:02:19,This... This bit is dumb.
SAM,00:02:19,00:02:34,"It gets dumber! If the flask wine is in front of me and we aren't allowed to trade places, then Ravensburger would be sponsoring me to drink my own disgusting, sewage-flavored flask juice, and Ravensburger doesn't want to sponsor that. No one does."
LIAM,00:02:34,00:02:38,"All right, you're just stalling now, okay? Mine is definitely the nasty one, obviously."
SAM,00:02:38,00:02:45,"You'd like to think that, wouldn't you? But your confidence doesn't convince me, then clearly the poison is in my goblet!"
LIAM,00:02:45,00:02:50,"You... don't you... You don't remember which one you poured it in, do you?"
SAM,00:02:50,00:02:52,That is conceivable!
LIAM,00:02:52,00:02:56,"All right, fuck it. I'm just going to drink so we can play D&D."
SAM,00:02:56,00:03:09,You fool! You fell victim to the classic blunders. Never go against a man who never washes his flask. (unhinged cackling) (heavy thud)
TRAVIS,00:03:09,00:03:14,(laughs) Oh shit. That sounded pretty solid.
LIAM,00:03:14,00:03:15,Well.
LAURA,00:03:15,00:03:16,Are you okay?
LIAM,00:03:16,00:03:33,"It wasn't his best bit, but at least it was his last. Don't forget to enter for your chance to win a copy of the game by heading over to @RavensburgerNA on Twitter, where they're giving away free copies of the game right now. Back to you, Matt, and we're so sorry."
TRAVIS,00:03:33,00:03:33,Oh my god.
MATT,00:03:33,00:03:36,"Thank you, Liam and...Sam?"
TRAVIS,00:03:36,00:03:39,"Dude, his table must be so wet from all that spit."
MATT,00:03:39,00:03:39,"Yeah, right?"
LAURA,00:03:39,00:03:40,Oh god.
MATT,00:03:40,00:04:30,"And thank you, Ravensburger, for whatever that was. Our second sponsor tonight is ThinkFun. ThinkFun has their spooky new game called Escape from the Room: The Cursed Dollhouse. It is the most immersive escape room game experience ever, and ThinkFun's most challenging one to date. In the game, players explore a mysterious three-dimensional dollhouse solving puzzles in search of a way to escape from it. Five rooms, each containing objects to investigate and multiple puzzles to solve, will keep even the most skilled escape room players engaged through two hours of game play. You can even use the game box itself to build a three-story dollhouse, complete with 3D furniture, to escape. (laughs triumphantly) So there! Go check out the game now for yourself at Bit.ly, bit.ly/CRescapetheroom."
TRAVIS,00:04:30,00:04:32,That sounds terrifying. Why would anyone do that?
SAM,00:04:32,00:04:35,"Matt, you're supposed to thank the sponsor at the end."
MATT,00:04:35,00:04:37,"Oh right, sorry."
SAM,00:04:37,00:04:45,But you can use the new sponsorship doll to do that for you.
TRAVIS,00:04:45,00:04:50,What? SAM (V.O.): Thanks to ThinkFun for supporting our show.
MATT,00:04:50,00:04:56,"That does make it easier, I guess. Does it say other things in it? SAM (V.O.): I'm a doll."
MATT,00:04:56,00:05:01,"That's effective. Let's see if there's more to cycle through. SAM (V.O.): It's Sam o'clock, baby."
SAM,00:05:01,00:05:03,I didn't [inaudible] that one.
"TRAVIS, MARISHA",00:05:03,00:05:04,Wow.
MATT,00:05:04,00:05:06,How many did you record for this one?
SAM,00:05:06,00:05:06,Actually.
SCARY VOICE OVER,00:05:06,00:05:08,Must Kill Matthew Mercer!
MATT,00:05:08,00:05:09,"All right, we're going to put that away."
TRAVIS,00:05:09,00:05:13,Nope.
MATT,00:05:13,00:05:16,"All right, third sponsor, D&D Beyond! Our friends since the beginning of campaign two."
TRAVIS,00:05:16,00:05:20,(hollering) D&D Beyond!
