speaker,start_time,end_time,text
MATT,00:00:01,00:00:06,"Hello everybody, and welcome to tonight's episode of Critical Role, where a bunch of nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:11,(hollering) We play Dungeons & Dragons!
MATT,00:00:11,00:00:22,"Second episode back. Ah, I've missed this. Before we jump into tonight's episode, we do have some announcements to get through, so bear with us for just a moment. First and foremost, no sponsor tonight, but Sam, you said you wanted to say something?"
SAM,00:00:22,00:00:28,"Yeah. Tonight, I'm going to perform the most important ad of my career. I'm going to advertise myself."
ASHLEY,00:00:28,00:00:28,Oh!
SAM,00:00:28,00:00:34,"Because we have no sponsor, so instead, I'm offering my services to the advertising world out there."
TRAVIS,00:00:34,00:00:35,Oh god.
LIAM,00:00:35,00:00:37,He might do this every day.
SAM,00:00:37,00:01:33,"Advertisers, sponsors, products, companies, I'm ready for you. Send me your ideas, I will sell your shit for you! Doesn't matter if it's bad, I'll still sell it, I don't care, I don't have any sort of shame. So just to demonstrate my skills, I'm going to take a kale chip, everybody hates kale chips! (chip crunching) Mm! Amazing, so good! Right? That's the kind of quality you can get in your ad. (laughter) In fact, I can even make up shitty songs, ready? ♪ Set sail, set sail, set sail with kale! ♪ ♪ Oh no, it's a whale! We're frail; we should bail. ♪ (laughter) ♪ What's this? The kale, the whale likes kale! ♪ ♪ We won't be assailed thanks to kale! ♪ See, that took me six seconds to write, and I can churn out this shit all day for you. So, please, please, when you're thinking of insincerity, think of Sam Riegel. Back to you, Matt."
MATT,00:01:33,00:01:35,"Thank you, Sam."
TRAVIS,00:01:35,00:01:35,How do you do our stuff?
LAURA,00:01:35,00:01:40,Yeah! (laughter)
MATT,00:01:40,00:01:42,"Next up, Marisha, you had some announcements to make."
MARISHA,00:01:42,00:02:18,"Oh yes, our next episode of Mighty Vibes will premiere tomorrow, July 10th, at 4:00pm Pacific on our Twitch channel! As a reminder, all of our VODs are available on YouTube two days after, so you know. Whenever you need to chill, and you should check out the other Mighty Vibes if you haven't, they're great. Also, join us next Tuesday, July 14th, at 7:00pm Pacific for a brand new episode of All Work No Play: Unplugged. And this time, it's featuring me, I'll be joining with Sam and Liam."
SAM,00:02:18,00:02:18,Is that true?
LIAM,00:02:18,00:02:20,It was a good one!
MARISHA,00:02:20,00:02:21,It's great!
SAM,00:02:21,00:02:23,"It was, when we shot that episode was really good."
MARISHA,00:02:23,00:02:34,"I loved it when we talked about that thing. Yeah, so you can catch that VOD, on Thursday, next Thursday."
TRAVIS,00:02:34,00:02:36,The future is awesome!
SAM,00:02:36,00:02:38,"Not this Thursday, which is--?"
MARISHA,00:02:38,00:02:44,"Um! (laughter) A place in time. Yeah, but the next Thursday."
SAM,00:02:44,00:02:47,"Got it, got it, sure."
TRAVIS,00:02:47,00:02:47,Some DARPA math.
MARISHA,00:02:47,00:02:50,Uh-huh!
LIAM,00:02:50,00:02:52,♪ Gonna be the future soon ♪
MATT,00:02:52,00:02:52,All righty.
TALIESIN,00:02:52,00:02:54,Oh man.
LAURA,00:02:54,00:02:54,"Good job, Marisha!"
MATT,00:02:54,00:02:56,"Well done, well done."
MARISHA,00:02:56,00:02:57,Yay!
MATT,00:02:57,00:03:03,"And good Jonathan Coulton drop, Liam. Laura and Taliesin, you guys had something to talk about, right?"
LAURA,00:03:03,00:03:03,"Well, I'll start it off."
TALIESIN,00:03:03,00:03:05,"Yeah, please."
