speaker,start_time,end_time,text
MATT,00:00:00,00:00:06,"Hello, and welcome to Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:06,00:00:10,(hollering) We play Dungeons & Dragons!
LAURA,00:00:10,00:00:11,Oh my god.
MATT,00:00:11,00:00:11,Missed you guys so much.
ASHLEY,00:00:11,00:00:13,Oh man!
SAM,00:00:13,00:00:15,Oh man.
MATT,00:00:15,00:00:38,"Missed you guys so much. Thank you, all, so much for your patience, as we all adjusted to this pandemic. We kept ourselves and our crew safe and healthy and worked on a process of getting us to this optimal setup, which was brainstormed and developed by our fantastic production team. Thank you so much to our production team and Marisha."
TRAVIS,00:00:38,00:00:39,"Yes, yes, yes! Yeah, snap."
MATT,00:00:39,00:01:00,"The content team's working so hard throughout this time to get us back here in a very safe manner. And thank you for your patience, guys, sincerely. This is really exciting. It's not until-- and I'm sure some of you can speak to this, too-- it's not until this is taken from you that you realize how important of a rock it is in your weekly life, let alone daily life and--"
LIAM,00:01:00,00:01:02,Straight up.
MATT,00:01:02,00:01:04,(sighs) I'm so happy to be back here with you guys.
LIAM,00:01:04,00:01:06,Yeah.
MATT,00:01:06,00:01:06,Okay.
TRAVIS,00:01:06,00:01:08,How do we do this? (laughter)
LAURA,00:01:08,00:01:10,I'm so nervous.
MATT,00:01:10,00:01:14,That's the crazy thing about D&D. You just kind of improvise.
LAURA,00:01:14,00:01:14,Just make it up.
MATT,00:01:14,00:01:41,"Just figure it out, you'll be fine. Quick housekeeping note, we will not be hosting a giveaway at the break, as we have previously. For the time being, at least, we won't be doing that. And we'll let you know whenever that changes. But big thanks to our friends at Wyrmwood for helping us make our break times for the show so epic, for as long as they have been around. We really appreciate it. You guys are awesome. Let's see, we have some announcements. We'll begin-- Sam, you had something you wanted to mention."
SAM,00:01:41,00:01:56,"Yes, there's no-- (clears throat) There's no sponsor for tonight, but if I don't speak for a minute at the top of the show, I have no purpose in life. (laughter) So rather than wither into a husk, I wrote a poem. (clears throat)"
TRAVIS,00:01:56,00:01:58,Oh no.
SAM,00:01:58,00:03:06,"This isn't an ad. There's no sponsor today, just some friends and some dice, here to laugh and to play. It's scary outside, filled with hard news and strife. But in here, Fjord sails us through a fantasy life, where we battle for gold and drink from a flagon, unless we get snapped up by a turtle or dragon. We know that reality's been quite pernicious, but you made it this far, and we're so glad you're with us. Us in our studio, you safe at home, and though we sit by ourselves, we don't feel alone. We're surrounded by love, of all colors and races, by Pride, by Black Lives, by Critters in all places. So thank you. Thanks to the techies, the staff, and the crew, but most importantly, thank you to you. While we were gone, you patiently wait. You guys are our antidote. You let us create. And so I raise a glass, and though we can't clink 'em, we can still toast, and we can still drink 'em. (laughter) We love all you Critters, and I'm happy to say, tonight, you're going to watch a really great TPK. (laughter) It's been a while--"
ALL,00:03:06,00:03:08,♪ It's been a while ♪
SAM,00:03:08,00:03:12,"But in case you forget, you can always ask, is it Thursday yet? Cheers!"
ALL,00:03:12,00:03:13,Oh!
TRAVIS,00:03:13,00:03:13,"Love you, man."
LAURA,00:03:13,00:03:14,Cheers!
MATT,00:03:14,00:03:17,"Love you, buddy."
TRAVIS,00:03:17,00:03:19,You made the wizard cry before the game started.
MARISHA,00:03:19,00:03:21,I know. I'm all watery now.
ASHLEY,00:03:21,00:03:21,"Yeah, that got me."
MATT,00:03:21,00:03:23,Yeah.
ASHLEY,00:03:23,00:03:23,Jeesh!
TALIESIN,00:03:23,00:03:24,Goddamn.
LAURA,00:03:24,00:03:24,Oh man.
MATT,00:03:24,00:03:25,"Thank you, Sam. That was really sweet."
TALIESIN,00:03:25,00:03:27,That was amazing.
TALIESIN,00:03:27,00:03:27,"It should've rhymed, though."
MATT,00:03:27,00:03:30,A broken clock. (laughter)
ASHLEY,00:03:30,00:03:33,"And finding a rhyme with ""pernicious,"" no less."
MATT,00:03:33,00:03:34,Yeah!
SAM,00:03:34,00:03:37,"Come on, who are you talking to? (laughter)"
TALIESIN,00:03:37,00:03:39,"I'll admit that rhyme, it made me suspicious."
SAM,00:03:39,00:03:39,Oh!
ASHLEY,00:03:39,00:03:42,Ay!
TALIESIN,00:03:42,00:03:42,"Still, no."
