speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:05,00:00:05,(hollering) We play Dungeons & Dragons!
LIAM,00:00:05,00:00:08,(high-pitched noises)
MATT,00:00:08,00:00:21,"Ooh! Got into the upper echelon of notes there. Before we jump into tonight's session, we do have some quick announcements to get through, beginning with our sponsor for the evening, Deck of Many. Sam."
SAM,00:00:21,00:00:59,"Our sponsor's are Deck of Many tonight, so tonight we've put together a deck of many characters. These cards are all the ingredients you need to get a classic Sam Riegel advertisement. It's stuff like, ""offensive accent,"" or ""parody song that we can't have the rights to,"" or ""dad joke,"" or ""offensive,"" or ""offensive."" So I'm going to pick three things randomly in this deck, and we're going to make a character for tonight. Okay, number one! Santa Claus. Number two, France. Number three, Doctor. All right, let's go to the props. Let's see what we got here."
TRAVIS,00:00:59,00:01:01,"Oh good, they've labeled them."
SAM,00:01:01,00:01:03,"Okay, got a doctor thing,"
LAURA,00:01:03,00:01:03,"Oh, how convenient!"
SAM,00:01:03,00:01:11,"Got a-- Oh god, yeah, got that. A French thing. Let's see what's a French one."
TRAVIS,00:01:11,00:01:11,The mustache?
SAM,00:01:11,00:01:21,"Oh shit. Wait, these aren't peeled, are they? Let's just go with it, we'll go with it. Okay, so I now present Dr. Pierre Santa Claus."
ASHLEY,00:01:21,00:01:24,"Nope, that's not how you put on a shirt."
SAM,00:01:24,00:01:40,"Ho, ho, ho-jour! It is I, Pierre Santa Claus! Deck of Many just launched their Vendredi Noir , that's Black Friday, sales this year early. Goddamn it! (laughter)"
TRAVIS,00:01:40,00:01:43,"Get the mustache on there, get the mustache on there, hold for mustache!"
SAM,00:01:43,00:02:06,"If you use the code, ""CR vingt-vingt "", that's ""CR2020,"" or the link, ""dickofmany"" I'm sorry, thedeckofmany.com/cr2020, you can get shipping on all your orders over fifty dollars in the U.S. and Canada. Of course, I, being Santa Claus, can deliver all over the world! On Dasher! On Dancer! On Depardieu! On Disneyland Paris! Ooh la la!"
TRAVIS,00:02:06,00:02:09,Oh my god.
SAM,00:02:09,00:02:18,"You can grab the classics from them, like animated spell cards, or the awesome RPG, Humblewood. Oh, I forgot, I'm also a doctor!"
TRAVIS,00:02:18,00:02:19,With a joint?
SAM,00:02:19,00:02:33,"Get me 20ccs of the brand new, Islands of Sina Una, and a hypodermic injection of The Griffon's Saddlebags books. (sighs) (laughter) I'm French, too! I do not shower!"
LAURA,00:02:33,00:02:33,Oh god!
SAM,00:02:33,00:02:54,"All right. Use the code ""CR2020"" or the link thedeckofmany.com/cr2020 thedeckofmany.com/cr2020 and get free shipping on all orders over 50 in the United States and Canada. Vive la revolution! Vive la medicine! Vive la Christmas! Back to you, Matt."
"ASHLEY, MARISHA",00:02:54,00:02:54,Yay.
LIAM,00:02:54,00:02:58,Wow.
MATT,00:02:58,00:03:07,Wow! (laughs) That was... I haven't watched a person melt down in a while.
SAM,00:03:07,00:03:11,I didn't have a lot of time to write the bit this week. (laughter)
TRAVIS,00:03:11,00:03:14,We got a shout-out for Gerard Depardieu in there.
MATT,00:03:14,00:03:14,"We did, we did."
MARISHA,00:03:14,00:03:15,Yeah.
MATT,00:03:15,00:03:21,"I am all for creating a Sam Deck of Many, and then we just have to force you to do this."
TRAVIS,00:03:21,00:03:21,Yep.
LAURA,00:03:21,00:03:22,Yeah.
MATT,00:03:22,00:03:24,But we get to cultivate the cards.
TRAVIS,00:03:24,00:03:27,"That is a fat cigarette, is that supposed to be a cigarette?"
SAM,00:03:27,00:03:30,"It is a... I believe Marisha calls it a ""blunt."""
TRAVIS,00:03:30,00:03:34,Yeah. (laughter)
MATT,00:03:34,00:03:47,"I do appreciate that it has its own mustache. Thank you, Sam. Thank you, Deck of Many. (whispered) I'm so sorry. (laughter) For our next, announcements are short today, Laura, you have something to talk about."
LAURA,00:03:47,00:03:50,"Oh, well, hello there!"
TRAVIS,00:03:50,00:03:52,Ooh!
ASHLEY,00:03:52,00:03:54,What is this?
LAURA,00:03:54,00:04:06,"Hold on, hold on. (exclamations) I had to put it on, I just love it so much. So yeah, we decided to make our Jester hoodie from the Mighty Vibes video."
MARISHA,00:04:06,00:04:07,Yes!
