speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:10,(hollering discordantly) We play Dungeons & Dragons!
MATT,00:00:10,00:00:18,"Like that. Before we get into our session tonight, we do have some announcements to get through, beginning with the first of our two sponsors this evening, Hit Point Press! Sam."
SAM,00:00:18,00:00:31,"What's up, BTS fans? That's right. Sam Riegel, number one Army at the table, here to drop that Bangtan Bomb on you! Let's get #BTSCR trending!"
MATT,00:00:31,00:00:35,"Sam, I said Hit Point Press, not BTS."
SAM,00:00:35,00:00:55,"I know, Matt, and I don't care. See, when you're an OG Army like me, BTS is all you can think of erryday. My bias is OT7, but I love them all. You got RM, you got Jin, you got Suga AKA Agust D, J-Hope, Jimin, Vee, and the Golden Maknae, Jungkook. J-Hope, Jimin, Vee, and the Golden Maknae, Jungkook."
MATT,00:00:55,00:01:25,"I, uh. I don't doubt your devotion to the popular K-pop band, BTS, Sam, but you're supposed to talk about Hit Point Press, our sponsor for tonight, and their latest campaign setting, known as Heckna, and how it's live on Kickstarter. That's the purpose of this. Heckna's inspired by 80's movies and cosmic horror, and this new carnival setting called Revelia, where the carnival's overseen by the ring leader, Heckna. It's all about frightening and delighting the carnival goers."
SAM,00:01:25,00:01:35,"Frightening and delighting fans, that sounds like seven boys who shine through the city with a little funk and soul and light it up like dynamite! I'm talking about my Bulletproof Boy Scouts, woo woo!"
MATT,00:01:35,00:02:02,"No, no, it's not BTS, it's our sponsors, Hit Point Press, actually. They wanted you to know everything you need to get started in Revelia is included: stat blocks for new creatures, magical items. All tiers come with a deluxe print and PDF, it's actually really cool. The book and box set are 20% off right now at bit.ly/crheckna, and thank you so much for your support."
SAM,00:02:02,00:02:08,And remember what Hit Point Press always says: The reason we shine is because you give us the light.
MATT,00:02:08,00:02:10,"Sam, does Hit Point Press actually--"
SAM,00:02:10,00:02:22,"No, Matt, that was a quote from Jungkook from BTS! I know I'm a couple days late, but happy 23rd birthday, Jungkook! I purple you! #BTSCR forever. Back to you, Matt."
ASHLEY,00:02:22,00:02:23,Yeah.
MATT,00:02:23,00:02:23,"Okay, thanks, Sam--"
LAURA,00:02:23,00:02:26,Is that why your hair is that color? Did you do it lighter because of that?
SAM,00:02:26,00:02:32,"Maybe. Because I'm a huge BTS fan, and not because I just wanted an excuse for Matt to read the ad for me."
TRAVIS,00:02:32,00:02:37,I don't even know half of what you said.
SAM,00:02:37,00:02:43,I promise you that the Army is going to get online and make that hashtag shine.
LAURA,00:02:43,00:02:48,"No, but seriously, Dynamite is a really good song."
MATT,00:02:48,00:02:52,"BTS is actually really good. Anyway, thank you, Hit Point Press. Hit Point Press."
MARISHA,00:02:52,00:02:55,Is that what you were listening to whenever--
SAM,00:02:55,00:02:58,I was rocking out to it in the car when Marisha pulled up.
MARISHA,00:02:58,00:03:00,"I rolled down my window, and I was like, ""Yeah!"""
MATT,00:03:00,00:03:02,"He's good at irony, mostly."
MARISHA,00:03:02,00:03:02,"Yeah, it was great."
MATT,00:03:02,00:03:09,"Not so much with him. So anyway, our second sponsor tonight, our friends since the beginning of the Campaign 2, D&D Beyond."
TRAVIS,00:03:09,00:03:11,♪ D&D Beyond! ♪
MATT,00:03:11,00:03:43,"This is the last week to pre-order Icewind Dale: Rime of the Frostmaiden, on D&D Beyond, and unlock special pre-order perks like the glacial ice dice set, the digital dice set you can use there, 13 character sheet backdrops, five colored character themes and 11 portrait frames, including the animated Aurora, ooh! You can pre-order today at dndbeyond.link/icewind, and thank you guys for your support. We have a few more announcements to get through. The first up I have after that is for Brian, Brian, for Brian."
BRIAN,00:03:43,00:03:43,Yes.
ASHLEY,00:03:43,00:03:43,Whoa.
SAM,00:03:43,00:03:44,What?
BRIAN,00:03:44,00:03:51,"Pardon me, you beautiful yet dangerous woman, while I make this announcement."
TRAVIS,00:03:51,00:03:52,Look at that hair.
BRIAN,00:03:52,00:03:59,"Thank you, Travis. It's true, what many of you have heard, especially from Marisha."
ASHLEY,00:03:59,00:04:00,Come in a little more.
BRIAN,00:04:00,00:04:04,Critical Role's flagship show is coming back.
ASHLEY,00:04:04,00:04:05,"""Flagship show."""
BRIAN,00:04:05,00:04:15,"It says it right here! Critical Role's flagship show, it says right here, is coming back to the internet this Tuesday."
ASHLEY,00:04:15,00:04:16,To the internet?
BRIAN,00:04:16,00:04:40,"It's Talks Machina, it's back this Tuesday. The internet is where it's always been. And it's going to air every other week. It's a new format, it's going to air every other week, it's going to be pre-recorded, and we're going to be discussing events that have happened all the way from when you guys came back from the hiatus all the way up until this very moment and this very episode."
TRAVIS,00:04:40,00:04:42,Sell me a jet ski or something.
BRIAN,00:04:42,00:04:44,"That you're watching right now, what?"
LIAM,00:04:44,00:04:46,Sell you something off the back of a motorboat?
LAURA,00:04:46,00:04:49,What's that kid from Stranger Things with the really big hair?
TRAVIS,00:04:49,00:04:49,Really dope hair?
LAURA,00:04:49,00:04:51,"Yeah, yeah, yeah, yeah."
BRIAN,00:04:51,00:04:55,"Yeah, he wishes it's still going to be this thick when he's 46, like me."
MATT,00:04:55,00:05:01,Kind of reminded me of the Bill Paxton character in True Lies that Arnold just decks out.
ASHLEY,00:05:01,00:05:03,"Oh, yes!"
BRIAN,00:05:03,00:05:05,I do pee myself when I'm scared.
MATT,00:05:05,00:05:07,"That's what it was, that's what it was."
BRIAN,00:05:07,00:05:55,"Hey gang, but also, there's more info here for me to-- (laughter) Because we're going to be taping Talks Machina before anyone has seen, even you, the episodes of Critical Role, the questions are going to be from Dani and myself and our production team, but we will still have our fan art and cosplay. Join us this Tuesday, September 15th, 7:00pm Pacific on Twitch, or catch the VOD on YouTube. I know I'm killing it. On Thursday, she's looking at me like this is the most amazing thing she's ever seen, I like it. Or catch the VOD on YouTube on Thursday, September 17th. And on the Critical Role Podcast Network. It's also the flagship show for the podcast network, one week later. That's my time."
TRAVIS,00:05:55,00:05:59,Yeah! (cheering)
LIAM,00:05:59,00:06:01,"He's back, he's back!"
MARISHA,00:06:01,00:06:01,"He's back, oh no!"
ASHLEY,00:06:01,00:06:04,Flagship show.
TRAVIS,00:06:04,00:06:08,"Don't worry, Laura looks at me like that when I get that close to her, too."
LAURA,00:06:08,00:06:08,"Bye, cabbage man."
MATT,00:06:08,00:06:09,Thank you.
MARISHA,00:06:09,00:06:11,"Get back in your cage now, Brian, thank you."
BRIAN,00:06:11,00:06:12,"Bye, love you!"
TRAVIS,00:06:12,00:06:15,"Just lock yourself in, it's okay."
MATT,00:06:15,00:06:16,"Thank you, Brian, and I believe--"
BRIAN,00:06:16,00:06:17,"Thank you, Matt!"
MATT,00:06:17,00:06:22,"Oh, aw. Laura, I believe you have some things to talk about, too."
LAURA,00:06:22,00:06:36,"I did, I did! So our friends at Wyrmwood, dun dun dun, have a Critical Role dice vault, and a Critical Role tabletop vault now available, and I'm going to show them to you."
SAM,00:06:36,00:06:36,"Wait, really?"
LAURA,00:06:36,00:06:43,"Yeah, yeah, yeah. They have it in cherry wood, ooh, with the CR engraving on it."
SAM,00:06:43,00:06:44,Cool!
LAURA,00:06:44,00:06:52,"Or in-- am I saying this right? In Bavarian, nope, Bolivian rosewood."
TRAVIS,00:06:52,00:06:53,"Bavarian, yep."
LAURA,00:06:53,00:06:55,"Ooh, with a brass CR engraving. I'm going to hold up--"
TRAVIS,00:06:55,00:06:57,You have to smell it.
LAURA,00:06:57,00:07:02,"I'm going to hold up the vault, though, because you can see it better on the vault. (clamoring)"
SAM,00:07:02,00:07:03,"Smell it, yes."
LAURA,00:07:03,00:07:15,"It smells like wood. Mm, so yeah, check it out, it's on their website, wyrmwoodgaming.com, available now."
MARISHA,00:07:15,00:07:15,Huzzah.
LAURA,00:07:15,00:07:16,Huzzah.
TRAVIS,00:07:16,00:07:17,That's really slick.
LAURA,00:07:17,00:07:28,"Yeah, and then, in addition to that, the thousand piece puzzle by our friends at The Op are now available in the UK and the Australian shop, so check it out."
MARISHA,00:07:28,00:07:29,Yes.
TRAVIS,00:07:29,00:07:30,So dope.
ASHLEY,00:07:30,00:07:32,Yeah!
MATT,00:07:32,00:07:32,"Thank you, Laura."
LAURA,00:07:32,00:07:34,You're welcome.
