speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:07,(hollering) We play Dungeons & Dragons!
SAM,00:00:07,00:00:12,Zop a doop a doop.
MATT,00:00:12,00:00:25,"Before we jump into tonight's episode, and I slowly bleed from one nostril from whatever that wall of sound was, we are going to get through some announcements, beginning with our two sponsors, the first of which is D&D Beyond. Sam."
SAM,00:00:25,00:01:14,"Hit it, guys. Tonight, we're in the holiday mood, and so we're going to sing you a holiday Christmas carol. (to the tune of ""Silent Night"") ♪ Violent night ♪ ♪ Holy shit ♪ ♪ Matt's going to kill us ♪ ♪ We should quit ♪ ♪ Our fate is tied ♪ ♪ to the roll ♪ ♪ of the dices ♪ ♪ And all our stats ♪ ♪ on our tablet devices ♪ ♪ Convenient all night long ♪ ♪ Praise D&D Beyond ♪ Why don't you join in with me?"
ASHLEY,00:01:14,00:01:14,Okay.
SAM,00:01:14,00:01:14,This time.
LIAM,00:01:14,00:01:34,"Oh god. ALL ♪ Violent night ♪ ♪ We're going to die ♪ ♪ Matt makes baby sounds, ♪ ♪ Willingham cries ♪ ♪ Round the table, ♪ ♪ group of best friends ♪"
LIAM,00:01:34,00:01:35,Oof!
ALL,00:01:35,00:01:39,♪ It's such a shame that tonight's how it ends ♪
ALL,00:01:39,00:01:48,♪ It's such a shame that tonight's how it ends ♪ ♪ Most of us aren't gonna live ♪ ♪ Most of us aren't gonna live ♪
MATT,00:01:48,00:01:56,♪ Roll for initiative ♪ (laughter)
TRAVIS,00:01:56,00:01:59,All the angels lost their wings.
SAM,00:01:59,00:02:02,Happy holidays from D&D Beyond.
MARISHA,00:02:02,00:02:04,Aww. (cheering)
ASHLEY,00:02:04,00:02:05,Yay.
MATT,00:02:05,00:02:07,"Well done, Sam."
SAM,00:02:07,00:02:09,Some of those words we could hear.
MATT,00:02:09,00:02:10,You finally got one.
