speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.0033075870014727116, 'calm': 0.0034554642625153065, 'disgust': 0.0017743315547704697, 'fearful': 0.01625305600464344, 'happy': 0.9691634774208069, 'sad': 0.0005552461370825768, 'surprised': 0.00549091212451458}","Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
LIAM,00:00:05,00:00:08,disgust,"{'angry': 0.006488873157650232, 'calm': 0.0013266627211123705, 'disgust': 0.6972182393074036, 'fearful': 0.11094352602958679, 'happy': 0.00732806883752346, 'sad': 0.1738511025905609, 'surprised': 0.002843517577275634}",(high-pitched noises)
MATT,00:00:08,00:00:21,happy,"{'angry': 0.004284460097551346, 'calm': 0.0012217076728120446, 'disgust': 0.002266369992867112, 'fearful': 0.005690943915396929, 'happy': 0.9286319017410278, 'sad': 0.00032521391403861344, 'surprised': 0.05757931247353554}","Ooh! Got into the upper echelon of notes there. Before we jump into tonight's session, we do have some quick announcements to get through, beginning with our sponsor for the evening, Deck of Many. Sam."
SAM,00:00:21,00:00:59,happy,"{'angry': 0.13758084177970886, 'calm': 0.0006707801949232817, 'disgust': 0.01597760245203972, 'fearful': 0.007683468982577324, 'happy': 0.8328028321266174, 'sad': 0.00018680037464946508, 'surprised': 0.005097736604511738}","Our sponsor's are Deck of Many tonight, so tonight we've put together a deck of many characters. These cards are all the ingredients you need to get a classic Sam Riegel advertisement. It's stuff like, ""offensive accent,"" or ""parody song that we can't have the rights to,"" or ""dad joke,"" or ""offensive,"" or ""offensive."" So I'm going to pick three things randomly in this deck, and we're going to make a character for tonight. Okay, number one! Santa Claus. Number two, France. Number three, Doctor. All right, let's go to the props. Let's see what we got here."
TRAVIS,00:00:59,00:01:01,happy,"{'angry': 0.002536480315029621, 'calm': 0.0015308293513953686, 'disgust': 0.0012622858630493283, 'fearful': 0.00493326922878623, 'happy': 0.9876697659492493, 'sad': 0.0001523608952993527, 'surprised': 0.0019150484586134553}","Oh good, they've labeled them."
SAM,00:01:01,00:01:03,happy,"{'angry': 0.0015160184120759368, 'calm': 0.002025493886321783, 'disgust': 0.0009933741530403495, 'fearful': 0.005494455341249704, 'happy': 0.981896162033081, 'sad': 0.0002483054413460195, 'surprised': 0.007826189510524273}","Okay, got a doctor thing,"
SAM,00:01:03,00:01:11,happy,"{'angry': 0.006677884608507156, 'calm': 0.007474198471754789, 'disgust': 0.07501930743455887, 'fearful': 0.3106634020805359, 'happy': 0.5476763248443604, 'sad': 0.038751233369112015, 'surprised': 0.013737702742218971}","Got a-- Oh god, yeah, got that. A French thing. Let's see what's a French one."
SAM,00:01:11,00:01:21,happy,"{'angry': 0.0030743612442165613, 'calm': 0.0006508437800221145, 'disgust': 0.0017807926051318645, 'fearful': 0.01758570969104767, 'happy': 0.9746253490447998, 'sad': 0.00022501377679873258, 'surprised': 0.0020579001866281033}","Oh shit. Wait, these aren't peeled, are they? Let's just go with it, we'll go with it. Okay, so I now present Dr. Pierre Santa Claus."
ASHLEY,00:01:21,00:01:24,surprised,"{'angry': 0.0034341919235885143, 'calm': 0.00042154337279498577, 'disgust': 0.01611691527068615, 'fearful': 0.0025715476367622614, 'happy': 0.012205942533910275, 'sad': 0.0024096101988106966, 'surprised': 0.9628403782844543}","Nope, that's not how you put on a shirt."
SAM,00:01:24,00:01:40,happy,"{'angry': 0.007027298677712679, 'calm': 0.0005445231217890978, 'disgust': 0.003092225408181548, 'fearful': 0.012705664150416851, 'happy': 0.9747645258903503, 'sad': 0.00017608031339477748, 'surprised': 0.0016898383619263768}","Ho, ho, ho-jour! It is I, Pierre Santa Claus! Deck of Many just launched their Vendredi Noir , that's Black Friday, sales this year early. Goddamn it! (laughter)"
TRAVIS,00:01:40,00:01:43,happy,"{'angry': 0.0024610485415905714, 'calm': 0.0010192390764132142, 'disgust': 0.0014347757678478956, 'fearful': 0.01749524101614952, 'happy': 0.9602559804916382, 'sad': 0.00039497145917266607, 'surprised': 0.016938770189881325}","Get the mustache on there, get the mustache on there, hold for mustache!"
