speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.0025920376647263765, 'calm': 0.0013172123581171036, 'disgust': 0.001077811699360609, 'fearful': 0.009462802670896053, 'happy': 0.9804570078849792, 'sad': 0.0002191601088270545, 'surprised': 0.004873883910477161}","Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:10,sad,"{'angry': 0.0015463054878637195, 'calm': 0.0025478408206254244, 'disgust': 0.07434900104999542, 'fearful': 0.40688052773475647, 'happy': 0.00462988018989563, 'sad': 0.5090319514274597, 'surprised': 0.0010144468396902084}",(hollering discordantly) We play Dungeons & Dragons!
MATT,00:00:10,00:00:18,happy,"{'angry': 0.005637528840452433, 'calm': 0.001118093030527234, 'disgust': 0.0018250036519020796, 'fearful': 0.0028573432937264442, 'happy': 0.9779540300369263, 'sad': 0.0001302324963035062, 'surprised': 0.010477805510163307}","Like that. Before we get into our session tonight, we do have some announcements to get through, beginning with the first of our two sponsors this evening, Hit Point Press! Sam."
SAM,00:00:18,00:00:31,angry,"{'angry': 0.740371584892273, 'calm': 0.0005074121290817857, 'disgust': 0.012201245874166489, 'fearful': 0.022060779854655266, 'happy': 0.22233828902244568, 'sad': 0.0002531757636461407, 'surprised': 0.002267535077407956}","What's up, BTS fans? That's right. Sam Riegel, number one Army at the table, here to drop that Bangtan Bomb on you! Let's get #BTSCR trending!"
MATT,00:00:31,00:00:35,disgust,"{'angry': 0.02964179217815399, 'calm': 0.04713362455368042, 'disgust': 0.6051015257835388, 'fearful': 0.08781500905752182, 'happy': 0.08211586624383926, 'sad': 0.1460096836090088, 'surprised': 0.002182455500587821}","Sam, I said Hit Point Press, not BTS."
SAM,00:00:35,00:00:55,happy,"{'angry': 0.062121644616127014, 'calm': 0.0005676861037500203, 'disgust': 0.006148878950625658, 'fearful': 0.014205722138285637, 'happy': 0.9146647453308105, 'sad': 0.0001595560897840187, 'surprised': 0.0021317650098353624}","I know, Matt, and I don't care. See, when you're an OG Army like me, BTS is all you can think of erryday. My bias is OT7, but I love them all. You got RM, you got Jin, you got Suga AKA Agust D, J-Hope, Jimin, Vee, and the Golden Maknae, Jungkook. J-Hope, Jimin, Vee, and the Golden Maknae, Jungkook."
MATT,00:00:55,00:01:25,happy,"{'angry': 0.01873491145670414, 'calm': 0.0007548457360826433, 'disgust': 0.008694587275385857, 'fearful': 0.010676279664039612, 'happy': 0.9473153352737427, 'sad': 0.0003484123735688627, 'surprised': 0.013475710526108742}","I, uh. I don't doubt your devotion to the popular K-pop band, BTS, Sam, but you're supposed to talk about Hit Point Press, our sponsor for tonight, and their latest campaign setting, known as Heckna, and how it's live on Kickstarter. That's the purpose of this. Heckna's inspired by 80's movies and cosmic horror, and this new carnival setting called Revelia, where the carnival's overseen by the ring leader, Heckna. It's all about frightening and delighting the carnival goers."
SAM,00:01:25,00:01:35,happy,"{'angry': 0.005596492439508438, 'calm': 0.00043761436245404184, 'disgust': 0.0013389255618676543, 'fearful': 0.008279879577457905, 'happy': 0.9819977879524231, 'sad': 9.342892735730857e-05, 'surprised': 0.002255996223539114}","Frightening and delighting fans, that sounds like seven boys who shine through the city with a little funk and soul and light it up like dynamite! I'm talking about my Bulletproof Boy Scouts, woo woo!"
MATT,00:01:35,00:02:02,happy,"{'angry': 0.057697687298059464, 'calm': 0.0006406400934793055, 'disgust': 0.01157066784799099, 'fearful': 0.014738586731255054, 'happy': 0.8856703639030457, 'sad': 0.0003752194170374423, 'surprised': 0.029306938871741295}","No, no, it's not BTS, it's our sponsors, Hit Point Press, actually. They wanted you to know everything you need to get started in Revelia is included: stat blocks for new creatures, magical items. All tiers come with a deluxe print and PDF, it's actually really cool. The book and box set are 20% off right now at bit.ly/crheckna, and thank you so much for your support."
SAM,00:02:02,00:02:08,angry,"{'angry': 0.6017176508903503, 'calm': 0.017463957890868187, 'disgust': 0.015531319193542004, 'fearful': 0.0032745266798883677, 'happy': 0.3593727946281433, 'sad': 0.00036403705598786473, 'surprised': 0.0022757267579436302}",And remember what Hit Point Press always says: The reason we shine is because you give us the light.
