speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.001985499868169427, 'calm': 0.005716960411518812, 'disgust': 0.001448410446755588, 'fearful': 0.006288390140980482, 'happy': 0.9749467968940735, 'sad': 0.0004835446598008275, 'surprised': 0.009130294434726238}","Hello everybody, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:05,00:00:09,fearful,"{'angry': 0.012783982791006565, 'calm': 0.003162204287946224, 'disgust': 0.04697585105895996, 'fearful': 0.654495120048523, 'happy': 0.25855153799057007, 'sad': 0.02219429612159729, 'surprised': 0.0018370383186265826}",(hollering) We play Dungeons & Dragons! (all clamoring)
MATT,00:00:09,00:00:19,happy,"{'angry': 0.00324423355050385, 'calm': 0.0010906062088906765, 'disgust': 0.001518874429166317, 'fearful': 0.00500838877633214, 'happy': 0.9734317064285278, 'sad': 0.00020032217435073107, 'surprised': 0.015505879186093807}","Happy to have you back. Before we get into tonight's episode, we do have some announcements to get through, beginning with the first of our two sponsors for the evening. The first up, which is Ravensburger. Sam."
SAM,00:00:19,00:00:30,angry,"{'angry': 0.8318395018577576, 'calm': 0.0007665439043194056, 'disgust': 0.1077897697687149, 'fearful': 0.014904312789440155, 'happy': 0.04148855432868004, 'sad': 0.0011636634590104222, 'surprised': 0.002047714777290821}","(scoffing) No, Matt, please, do not use my secret identity, for the world only knows me as the notorious Boomerang. No? Boomerang?"
SAM,00:00:30,00:00:37,happy,"{'angry': 0.004938901402056217, 'calm': 0.001152338576503098, 'disgust': 0.003719496773555875, 'fearful': 0.13908357918262482, 'happy': 0.8473487496376038, 'sad': 0.0012062294408679008, 'surprised': 0.0025507048703730106}","Boomerang, the orbital outlaw? The Sinister Stick, the Aerodynamic Desperado? No? Boomerang? Not ringing a bell?"
TRAVIS,00:00:37,00:00:39,fearful,"{'angry': 0.0027892994694411755, 'calm': 0.0007829683017916977, 'disgust': 0.0018265389371663332, 'fearful': 0.9475241899490356, 'happy': 0.04073837026953697, 'sad': 0.005527289118617773, 'surprised': 0.0008113047806546092}",Terrible name.
SAM,00:00:39,00:01:07,happy,"{'angry': 0.17292819917201996, 'calm': 0.0004655582888517529, 'disgust': 0.006453467532992363, 'fearful': 0.02132216840982437, 'happy': 0.7876019477844238, 'sad': 0.00019865181820932776, 'surprised': 0.011029942892491817}","Cool, cool, anyway, this episode is sponsored by Marvel Villainous, from our friends at Ravensburger. The next chapter of the villainous game system allows players to take on the role of a Marvel villain of their choice and face off against Earth's mightiest heroes to achieve their dastardly objectives. Players can choose from Thanos, Hela, Killmonger, Ultron, Taskmaster from the upcoming Black Widow film, and of course... Boomerang isn't an option."
LAURA,00:01:07,00:01:08,fearful,"{'angry': 0.0009970004903152585, 'calm': 0.02755533717572689, 'disgust': 0.0032921372912824154, 'fearful': 0.7349265813827515, 'happy': 0.17551587522029877, 'sad': 0.05406561866402626, 'surprised': 0.0036474536173045635}",(laughs)
SAM,00:01:08,00:01:13,happy,"{'angry': 0.002266880124807358, 'calm': 0.0011693340493366122, 'disgust': 0.002494682325050235, 'fearful': 0.08662799745798111, 'happy': 0.9039477705955505, 'sad': 0.0009589223191142082, 'surprised': 0.0025344782043248415}","No Boomerang? Boomerang, the spinniest supervillain of them all? No?"
MARISHA,00:01:13,00:01:14,sad,"{'angry': 0.0004133316979277879, 'calm': 0.0016525678802281618, 'disgust': 0.02177518606185913, 'fearful': 0.1381225287914276, 'happy': 0.0006776651716791093, 'sad': 0.836428701877594, 'surprised': 0.0009299485245719552}","""Spinniest""?"
