speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,happy,"{'angry': 0.0004882702196482569, 'disgust': 9.604927618056536e-05, 'fearful': 0.000494883512146771, 'happy': 0.9982574582099915, 'neutral': 0.00013534491881728172, 'sad': 0.00013375737762544304, 'surprised': 0.0003942623152397573}","Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,happy,"{'angry': 0.0005605821497738361, 'disgust': 0.00025972150615416467, 'fearful': 0.0021933491807430983, 'happy': 0.9963776469230652, 'neutral': 0.00010194029891863465, 'sad': 0.00023346877424046397, 'surprised': 0.0002733629662543535}",(hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:21,happy,"{'angry': 0.003102374030277133, 'disgust': 0.0008490927866660058, 'fearful': 0.17484599351882935, 'happy': 0.7821296453475952, 'neutral': 0.0014824775280430913, 'sad': 0.0040388586930930614, 'surprised': 0.03355155885219574}","Like that. Before we get into tonight's episode, we do have some quick announcements to get through, beginning with our first of two sponsors tonight, Skillshare. Sam, if you don't mind."
TRAVIS,00:00:21,00:00:22,fearful,"{'angry': 0.0056500802747905254, 'disgust': 0.00047080026706680655, 'fearful': 0.9198411107063293, 'happy': 0.06615718454122543, 'neutral': 0.0017978355754166842, 'sad': 0.0041256314143538475, 'surprised': 0.0019572689197957516}",What?
TRAVIS,00:00:22,00:00:38,happy,"{'angry': 0.0009743004338815808, 'disgust': 0.00022989358694758266, 'fearful': 0.002585381967946887, 'happy': 0.9945839047431946, 'neutral': 0.0002407440188108012, 'sad': 0.00036595307756215334, 'surprised': 0.001019790186546743}","Oh. I guess he wants me to read. Oh, I have papers. This episode is sponsored by Skillshare, an online learning community with thousands of inspiring classes for curious people."
TALIESIN,00:00:38,00:00:40,sad,"{'angry': 0.0002500327827874571, 'disgust': 0.0002057698293356225, 'fearful': 0.002710209460929036, 'happy': 0.0007711555226705968, 'neutral': 0.00026125411386601627, 'sad': 0.9956579208374023, 'surprised': 0.00014370668213814497}",No.
TRAVIS,00:00:40,00:00:43,sad,"{'angry': 0.000942294136621058, 'disgust': 0.00028688780730590224, 'fearful': 0.001212799223139882, 'happy': 0.0004613137280102819, 'neutral': 0.00036620956961996853, 'sad': 0.996613085269928, 'surprised': 0.00011740888294298202}",Oh.
TRAVIS,00:00:43,00:00:49,fearful,"{'angry': 0.001067599980160594, 'disgust': 0.00037684026756323874, 'fearful': 0.7051770687103271, 'happy': 0.022643841803073883, 'neutral': 0.0019760143477469683, 'sad': 0.0009036945994012058, 'surprised': 0.2678549885749817}",I guess I'm supposed to read in a French accent? Okay.
MATT,00:00:49,00:00:51,happy,"{'angry': 0.00036495443782769144, 'disgust': 0.000958691060077399, 'fearful': 0.006189099512994289, 'happy': 0.9364452362060547, 'neutral': 0.001224707462824881, 'sad': 0.05399223789572716, 'surprised': 0.0008251046529039741}",This is awful.
TRAVIS,00:00:51,00:01:05,happy,"{'angry': 0.0022392449900507927, 'disgust': 0.00023263177718035877, 'fearful': 0.002195760142058134, 'happy': 0.9937082529067993, 'neutral': 0.00012028410128550604, 'sad': 0.00014587979239877313, 'surprised': 0.0013580108061432838}","(exaggerated French accent) Skillshare offers amazing classes designed for real life, including graphic design, photography and music. (normal voice) Oh god. (laughter)"
