speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:06,happy,"{'angry': 0.00011814349272754043, 'disgust': 8.01275746198371e-05, 'fearful': 0.00019369498477317393, 'happy': 0.9992287158966064, 'neutral': 8.562551374780014e-05, 'sad': 0.00016030397091526538, 'surprised': 0.000133478912175633}","Hello, and welcome to Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:06,00:00:10,happy,"{'angry': 0.016438914462924004, 'disgust': 0.0004865282098762691, 'fearful': 0.0019359237048774958, 'happy': 0.9803746342658997, 'neutral': 0.0002931788330897689, 'sad': 0.00013500452041625977, 'surprised': 0.00033581414027139544}",(hollering) We play Dungeons & Dragons!
LAURA,00:00:10,00:00:11,fearful,"{'angry': 0.0003735638165380806, 'disgust': 0.000206119439098984, 'fearful': 0.9883459210395813, 'happy': 0.0020580466371029615, 'neutral': 0.00013767740165349096, 'sad': 0.00875859335064888, 'surprised': 0.00012006809993181378}",Oh my god.
ASHLEY,00:00:11,00:00:13,happy,"{'angry': 0.0008017385844141245, 'disgust': 0.002318063983693719, 'fearful': 0.059187885373830795, 'happy': 0.8057317137718201, 'neutral': 0.0014052136102691293, 'sad': 0.1296643614768982, 'surprised': 0.0008910780306905508}",Oh man!
SAM,00:00:13,00:00:15,sad,"{'angry': 0.0004243411240167916, 'disgust': 0.000899135775398463, 'fearful': 0.05026443302631378, 'happy': 0.0014592945808544755, 'neutral': 0.0008207205682992935, 'sad': 0.9458980560302734, 'surprised': 0.00023390712158288807}",Oh man.
MATT,00:00:15,00:00:38,happy,"{'angry': 0.007384521421045065, 'disgust': 0.0032095853239297867, 'fearful': 0.07899666577577591, 'happy': 0.8901523351669312, 'neutral': 0.005061178933829069, 'sad': 0.01005777157843113, 'surprised': 0.005137901287525892}","Missed you guys so much. Thank you, all, so much for your patience, as we all adjusted to this pandemic. We kept ourselves and our crew safe and healthy and worked on a process of getting us to this optimal setup, which was brainstormed and developed by our fantastic production team. Thank you so much to our production team and Marisha."
TRAVIS,00:00:38,00:00:39,sad,"{'angry': 0.11225254088640213, 'disgust': 0.0035158274695277214, 'fearful': 0.14305764436721802, 'happy': 0.19481509923934937, 'neutral': 0.03988730534911156, 'sad': 0.5047610402107239, 'surprised': 0.0017105338629335165}","Yes, yes, yes! Yeah, snap."
MATT,00:00:39,00:01:00,happy,"{'angry': 0.01507561095058918, 'disgust': 0.0039667896926403046, 'fearful': 0.2043035328388214, 'happy': 0.7525857090950012, 'neutral': 0.004993437323719263, 'sad': 0.014779173769056797, 'surprised': 0.0042956676334142685}","The content team's working so hard throughout this time to get us back here in a very safe manner. And thank you for your patience, guys, sincerely. This is really exciting. It's not until-- and I'm sure some of you can speak to this, too-- it's not until this is taken from you that you realize how important of a rock it is in your weekly life, let alone daily life and--"
LIAM,00:01:00,00:01:02,happy,"{'angry': 0.00044354438432492316, 'disgust': 0.000533238344360143, 'fearful': 0.009169097058475018, 'happy': 0.9852187037467957, 'neutral': 0.0015162724303081632, 'sad': 0.002358328318223357, 'surprised': 0.0007608167943544686}",Straight up.
MATT,00:01:02,00:01:04,fearful,"{'angry': 8.442548278253525e-05, 'disgust': 7.765484770061448e-05, 'fearful': 0.999272882938385, 'happy': 0.00018622390052769333, 'neutral': 6.106941145844758e-05, 'sad': 0.00025577281485311687, 'surprised': 6.208994454937056e-05}",(sighs) I'm so happy to be back here with you guys.
LIAM,00:01:04,00:01:06,sad,"{'angry': 0.00016488066466990858, 'disgust': 0.0002541236754041165, 'fearful': 0.00031504558864980936, 'happy': 0.0006375369266606867, 'neutral': 0.0003511082904879004, 'sad': 0.9982024431228638, 'surprised': 7.475882739527151e-05}",Yeah.
TRAVIS,00:01:06,00:01:08,happy,"{'angry': 0.0002315666788490489, 'disgust': 0.00015061808517202735, 'fearful': 0.0008299027103930712, 'happy': 0.9966268539428711, 'neutral': 0.00019712632638402283, 'sad': 0.00022673612693324685, 'surprised': 0.001737268758006394}",How do we do this? (laughter)
LAURA,00:01:08,00:01:10,happy,"{'angry': 9.696519555291161e-05, 'disgust': 6.979952740948647e-05, 'fearful': 0.00012948022049386054, 'happy': 0.9994565844535828, 'neutral': 6.441109871957451e-05, 'sad': 9.145377407548949e-05, 'surprised': 9.137296001426876e-05}",I'm so nervous.
MATT,00:01:10,00:01:14,happy,"{'angry': 0.0001672439684625715, 'disgust': 0.0001028819679049775, 'fearful': 0.00023797652102075517, 'happy': 0.9990044236183167, 'neutral': 0.00012383169087115675, 'sad': 0.00022074164007790387, 'surprised': 0.000142981531098485}",That's the crazy thing about D&D. You just kind of improvise.
