speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:06,happy,"{'angry': 0.000208385317819193, 'disgust': 7.839148747734725e-05, 'fearful': 0.00017574566300027072, 'happy': 0.9991651773452759, 'neutral': 8.106453606160358e-05, 'sad': 9.438691631658003e-05, 'surprised': 0.00019687537860590965}","Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:09,happy,"{'angry': 0.19378545880317688, 'disgust': 0.00047249795170500875, 'fearful': 0.0008282728958874941, 'happy': 0.8023175001144409, 'neutral': 0.0014509758912026882, 'sad': 0.0007400037138722837, 'surprised': 0.00040536405867896974}",(hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:16,surprised,"{'angry': 0.00017216228297911584, 'disgust': 4.178076778771356e-05, 'fearful': 0.0001251133217010647, 'happy': 0.0009270039736293256, 'neutral': 0.0002500161062926054, 'sad': 0.00010557443602010608, 'surprised': 0.9983783960342407}","There you have it. Before we jump into tonight's episode, we do have some announcements to get through, beginning with the first of our two sponsors tonight. Sam?"
TALIESIN,00:00:16,00:00:29,happy,"{'angry': 0.0006751589826308191, 'disgust': 0.0001980747765628621, 'fearful': 0.0011662236647680402, 'happy': 0.9971079230308533, 'neutral': 0.0002625478955451399, 'sad': 0.0003549268876668066, 'surprised': 0.0002352149022044614}","Thank you, Matt. This episode is brought to you by Elderwood Academy, makers of quality gaming themed gear, including spell books, deck boxes, dice towers, rolling trays and a whole lot more. They specialize in--"
SAM,00:00:29,00:00:38,happy,"{'angry': 0.00029366055969148874, 'disgust': 0.00010730459325714037, 'fearful': 0.00033454448566772044, 'happy': 0.9980946183204651, 'neutral': 0.00019009469542652369, 'sad': 0.0001226369058713317, 'surprised': 0.000857073231600225}","Whoa, whoa, whoa, whoa, whoa. What is going on? Taliesin, Elderwood Academy wants me, Sam Riegel, to do the sponsorship tonight, a-heh, and not you, okay?"
TALIESIN,00:00:38,00:00:39,surprised,"{'angry': 0.00013548739661928266, 'disgust': 6.273342296481133e-05, 'fearful': 0.0006774269277229905, 'happy': 0.0025503120850771666, 'neutral': 0.00026651800726540387, 'sad': 0.00017343171930406243, 'surprised': 0.9961341619491577}",What are you talking about? I am Sam Riegel.
SAM,00:00:39,00:00:42,happy,"{'angry': 0.0003252436581533402, 'disgust': 0.0001343106123385951, 'fearful': 0.0005619770963676274, 'happy': 0.9945658445358276, 'neutral': 0.00014088282478041947, 'sad': 0.00011525440640980378, 'surprised': 0.004156435839831829}",What?!
TALIESIN,00:00:42,00:00:46,surprised,"{'angry': 0.0004376941651571542, 'disgust': 0.0001705211034277454, 'fearful': 0.0005289033288136125, 'happy': 0.08217024058103561, 'neutral': 0.0007395428838208318, 'sad': 0.00031951905111782253, 'surprised': 0.9156335592269897}",Can't you tell by my inane smile and my spongy feeble hands?
SAM,00:00:46,00:00:53,happy,"{'angry': 0.00019661564147099853, 'disgust': 9.742280963109806e-05, 'fearful': 0.0002533678198233247, 'happy': 0.994249701499939, 'neutral': 0.0001900273928185925, 'sad': 0.00011874340998474509, 'surprised': 0.004894089885056019}","No, no, no, no, nice try, but come on, everybody here knows that I'm the real Sam Riegel, right, guys? I mean..."
TRAVIS,00:00:53,00:01:02,happy,"{'angry': 0.00019946234533563256, 'disgust': 0.000148740567965433, 'fearful': 0.00106434163171798, 'happy': 0.9977898597717285, 'neutral': 0.0001859390176832676, 'sad': 0.00045264631626196206, 'surprised': 0.00015905177860986441}","Uh. I don't know. I'm actually having a hard time telling who is who. I mean, you both seem really bad at sports."
