speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:05,Happy,"{'Angry': 9.239524700888069e-09, 'Disgusted': 2.4506000784185744e-08, 'Fearful': 6.65514532371958e-09, 'Happy': 0.9999995231628418, 'Neutral': 3.018801919552061e-07, 'Other': 6.309430755635503e-09, 'Sad': 3.119978586596517e-08, 'Surprised': 3.4852629671178192e-09, 'Unknown': 7.396651113822372e-08}","Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,Happy,"{'Angry': 0.006017533130943775, 'Disgusted': 0.0038079973310232162, 'Fearful': 0.23050349950790405, 'Happy': 0.564274251461029, 'Neutral': 0.004345490597188473, 'Other': 0.033180125057697296, 'Sad': 0.04563901200890541, 'Surprised': 0.10064172744750977, 'Unknown': 0.01159040629863739}",(hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:24,Happy,"{'Angry': 1.5052970070428273e-07, 'Disgusted': 1.1028171229554573e-06, 'Fearful': 3.502431695778796e-07, 'Happy': 0.9999724626541138, 'Neutral': 1.2189280823804438e-05, 'Other': 8.853364306560252e-06, 'Sad': 1.7329127786069876e-06, 'Surprised': 3.26795174032668e-07, 'Unknown': 2.7050048174714902e-06}","Before-- before we jump into-- why is it every episode? And it's still the most ridiculous thing. Before we jump into tonight's episode, we have some announcements to get through beginning with the first of our two sponsors, Ravensburger, Sam."
SAM,00:00:24,00:00:42,Happy,"{'Angry': 0.00019242195412516594, 'Disgusted': 0.0010385583154857159, 'Fearful': 7.361518510151654e-05, 'Happy': 0.8555880784988403, 'Neutral': 0.1382898986339569, 'Other': 0.0017310436815023422, 'Sad': 0.00022614173940382898, 'Surprised': 0.0005658570444211364, 'Unknown': 0.0022943695075809956}","We love Ravensburger so much-- (laughter) that we've almost learned how to say their name. But no matter how you say it, their new game Wonder Woman: Challenge of the Amazons is a must have. The Amazon tribe of warriors have lived in peace for centuries on Themyscira. I think that's how you say that."
TRAVIS,00:00:42,00:00:43,Neutral,"{'Angry': 3.7992924717400456e-06, 'Disgusted': 6.632791155425366e-06, 'Fearful': 7.297643151105149e-06, 'Happy': 3.760843901545741e-05, 'Neutral': 0.9993554949760437, 'Other': 1.3954173709862516e-06, 'Sad': 9.327554835181218e-06, 'Surprised': 0.0005780968931503594, 'Unknown': 2.1881292866510194e-07}",It is.
SAM,00:00:43,00:00:58,Neutral,"{'Angry': 0.13080129027366638, 'Disgusted': 0.0027335514314472675, 'Fearful': 0.00011128796177217737, 'Happy': 0.03970487415790558, 'Neutral': 0.8238480687141418, 'Other': 0.0011877912329509854, 'Sad': 0.00023637035337742418, 'Surprised': 0.00018756657664198428, 'Unknown': 0.001189222326502204}","But now enemies have invaded and it's up to you to defend the island against Ares, the Cheetah, or Circe. To celebrate their new game, Ravensburger, maybe, sent me Wonder Woman's actual golden Lariat of Truth."
SAM,00:00:58,00:01:04,Happy,"{'Angry': 0.00013846784713678062, 'Disgusted': 0.0025139024946838617, 'Fearful': 0.00023030495503917336, 'Happy': 0.9691694974899292, 'Neutral': 0.001984458649531007, 'Other': 0.0006786434096284211, 'Sad': 5.8515848650131375e-05, 'Surprised': 0.0002415488997939974, 'Unknown': 0.02498464472591877}","Amazing. Yeah. And tonight, I'm going to see if it works. Get ready, Ash."
ASHLEY,00:01:04,00:01:05,Surprised,"{'Angry': 0.0017777797766029835, 'Disgusted': 0.009420635178685188, 'Fearful': 3.949787060264498e-05, 'Happy': 0.002370279049500823, 'Neutral': 0.004199040587991476, 'Other': 5.792752926936373e-05, 'Sad': 0.00018081364396493882, 'Surprised': 0.9819499850273132, 'Unknown': 4.003492449555779e-06}",Oh!
TRAVIS,00:01:05,00:01:08,Happy,"{'Angry': 2.042875424379531e-09, 'Disgusted': 8.693186615005288e-09, 'Fearful': 4.420778410008097e-09, 'Happy': 0.9999998807907104, 'Neutral': 3.774225376673712e-08, 'Other': 6.577549616082479e-09, 'Sad': 2.332201631816133e-08, 'Surprised': 1.4379409662979015e-08, 'Unknown': 4.948375043056785e-09}",Nope. (laughter)
ASHLEY,00:01:08,00:01:10,Happy,"{'Angry': 0.13805310428142548, 'Disgusted': 0.004804382566362619, 'Fearful': 0.002108935499563813, 'Happy': 0.6740875244140625, 'Neutral': 0.026745541021227837, 'Other': 0.015740450471639633, 'Sad': 0.00470965588465333, 'Surprised': 0.00021249966812320054, 'Unknown': 0.1335379034280777}","Phew, I'm so glad it didn't work."
