speaker,start_time,end_time,emotion,scores,text
MATT,00:00:01,00:00:06,Neutral,"{'Angry': 3.4966567419303374e-09, 'Disgusted': 5.314197970562873e-10, 'Fearful': 5.632770638808182e-11, 'Happy': 1.684796444578751e-07, 'Neutral': 0.9999998807907104, 'Other': 2.536391235929969e-11, 'Sad': 4.478164949972552e-09, 'Surprised': 2.3678750071809418e-09, 'Unknown': 1.990426226616826e-11}","Hello everybody, and welcome to tonight's episode of Critical Role, where a bunch of nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:11,Surprised,"{'Angry': 0.04043262451887131, 'Disgusted': 0.0010230508632957935, 'Fearful': 0.006294571328908205, 'Happy': 0.004170706961303949, 'Neutral': 0.0005377235938794911, 'Other': 0.06158434972167015, 'Sad': 0.0007126607815735042, 'Surprised': 0.8765941262245178, 'Unknown': 0.008650217205286026}",(hollering) We play Dungeons & Dragons!
MATT,00:00:11,00:00:22,Happy,"{'Angry': 9.319405336327691e-08, 'Disgusted': 8.200798902180395e-07, 'Fearful': 3.113138120625081e-07, 'Happy': 0.9999747276306152, 'Neutral': 1.0982917046931107e-06, 'Other': 1.701689870969858e-05, 'Sad': 1.0959971632473753e-06, 'Surprised': 2.8791382078452443e-07, 'Unknown': 4.552088739728788e-06}","Second episode back. Ah, I've missed this. Before we jump into tonight's episode, we do have some announcements to get through, so bear with us for just a moment. First and foremost, no sponsor tonight, but Sam, you said you wanted to say something?"
SAM,00:00:22,00:00:28,Neutral,"{'Angry': 1.4151356708680396e-07, 'Disgusted': 7.910935906352279e-09, 'Fearful': 9.966650837966995e-10, 'Happy': 1.8781915059662424e-05, 'Neutral': 0.9999809265136719, 'Other': 7.372449317699648e-10, 'Sad': 1.2796030546269321e-07, 'Surprised': 7.329003626210806e-09, 'Unknown': 1.6795458357421467e-09}","Yeah. Tonight, I'm going to perform the most important ad of my career. I'm going to advertise myself."
SAM,00:00:28,00:00:34,Neutral,"{'Angry': 1.7782493255680265e-09, 'Disgusted': 3.485008462367212e-11, 'Fearful': 1.330028448487397e-11, 'Happy': 2.739714677346683e-09, 'Neutral': 1.0, 'Other': 1.3657611283232618e-12, 'Sad': 1.053583997823182e-09, 'Surprised': 2.0910091713677303e-10, 'Unknown': 2.826527206734042e-12}","Because we have no sponsor, so instead, I'm offering my services to the advertising world out there."
TRAVIS,00:00:34,00:00:35,Neutral,"{'Angry': 0.0056048245169222355, 'Disgusted': 0.0036042535211890936, 'Fearful': 0.0014646247727796435, 'Happy': 0.007546223700046539, 'Neutral': 0.9754723906517029, 'Other': 5.7088869652943686e-05, 'Sad': 0.005305599886924028, 'Surprised': 0.000671464076731354, 'Unknown': 0.00027348173898644745}",Oh god.
LIAM,00:00:35,00:00:37,Happy,"{'Angry': 1.046138314864109e-10, 'Disgusted': 4.673975650959505e-10, 'Fearful': 1.4412318560808046e-10, 'Happy': 1.0, 'Neutral': 1.3339879201268445e-09, 'Other': 2.537375032307665e-10, 'Sad': 6.634056082255313e-10, 'Surprised': 1.7625938208976066e-10, 'Unknown': 7.766463028247017e-10}",He might do this every day.
SAM,00:00:37,00:01:33,Happy,"{'Angry': 1.375548208670807e-07, 'Disgusted': 2.516310587452608e-06, 'Fearful': 1.1146632914460497e-06, 'Happy': 0.9999681711196899, 'Neutral': 3.751944177565747e-07, 'Other': 8.207415703509469e-06, 'Sad': 1.4766867934667971e-05, 'Surprised': 1.9794825334429333e-07, 'Unknown': 4.460197033040458e-06}","Advertisers, sponsors, products, companies, I'm ready for you. Send me your ideas, I will sell your shit for you! Doesn't matter if it's bad, I'll still sell it, I don't care, I don't have any sort of shame. So just to demonstrate my skills, I'm going to take a kale chip, everybody hates kale chips! (chip crunching) Mm! Amazing, so good! Right? That's the kind of quality you can get in your ad. (laughter) In fact, I can even make up shitty songs, ready? ♪ Set sail, set sail, set sail with kale! ♪ ♪ Oh no, it's a whale! We're frail; we should bail. ♪ (laughter) ♪ What's this? The kale, the whale likes kale! ♪ ♪ We won't be assailed thanks to kale! ♪ See, that took me six seconds to write, and I can churn out this shit all day for you. So, please, please, when you're thinking of insincerity, think of Sam Riegel. Back to you, Matt."
MATT,00:01:33,00:01:35,Happy,"{'Angry': 0.003719326574355364, 'Disgusted': 0.0014419042272493243, 'Fearful': 6.276024942053482e-05, 'Happy': 0.7932081818580627, 'Neutral': 0.19990314543247223, 'Other': 4.6163226215867326e-05, 'Sad': 0.0008854877669364214, 'Surprised': 0.0007191224722191691, 'Unknown': 1.3988515092933085e-05}","Thank you, Sam."
LAURA,00:01:35,00:01:40,Happy,"{'Angry': 8.695836273275859e-10, 'Disgusted': 1.7192767209905924e-09, 'Fearful': 1.437191810005345e-09, 'Happy': 1.0, 'Neutral': 4.479668636037104e-09, 'Other': 1.1725834747622343e-09, 'Sad': 7.73713271229326e-09, 'Surprised': 1.76668069062913e-09, 'Unknown': 5.806325975576954e-10}",Yeah! (laughter)
