speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:06,happy,"{'angry': 0.002844647504389286, 'calm': 0.0021643382497131824, 'disgust': 0.002298973500728607, 'fearful': 0.008487270213663578, 'happy': 0.8231488466262817, 'sad': 0.000799872912466526, 'surprised': 0.16025608777999878}","Hello, and welcome to Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:06,00:00:10,disgust,"{'angry': 0.002318582497537136, 'calm': 0.0005812930758111179, 'disgust': 0.9725942611694336, 'fearful': 0.003160388907417655, 'happy': 0.002052159747108817, 'sad': 0.017520852386951447, 'surprised': 0.0017724245553836226}",(hollering) We play Dungeons & Dragons!
LAURA,00:00:10,00:00:11,fearful,"{'angry': 0.00045998813584446907, 'calm': 0.002793803345412016, 'disgust': 0.005373428575694561, 'fearful': 0.7694545388221741, 'happy': 0.0042732879519462585, 'sad': 0.2168883979320526, 'surprised': 0.0007565285195596516}",Oh my god.
ASHLEY,00:00:11,00:00:13,surprised,"{'angry': 0.0022428075317293406, 'calm': 0.0036021433770656586, 'disgust': 0.005626031197607517, 'fearful': 0.02073577046394348, 'happy': 0.1734222173690796, 'sad': 0.007435882929712534, 'surprised': 0.7869351506233215}",Oh man!
SAM,00:00:13,00:00:15,sad,"{'angry': 0.0007410086691379547, 'calm': 0.001659562811255455, 'disgust': 0.1756744235754013, 'fearful': 0.040118735283613205, 'happy': 0.0007133567123673856, 'sad': 0.7796288132667542, 'surprised': 0.0014641680754721165}",Oh man.
MATT,00:00:15,00:00:38,disgust,"{'angry': 0.35784488916397095, 'calm': 0.005403273273259401, 'disgust': 0.5288576483726501, 'fearful': 0.008187616243958473, 'happy': 0.09237098693847656, 'sad': 0.0037519577890634537, 'surprised': 0.003583666868507862}","Missed you guys so much. Thank you, all, so much for your patience, as we all adjusted to this pandemic. We kept ourselves and our crew safe and healthy and worked on a process of getting us to this optimal setup, which was brainstormed and developed by our fantastic production team. Thank you so much to our production team and Marisha."
TRAVIS,00:00:38,00:00:39,calm,"{'angry': 0.0032181632705032825, 'calm': 0.46555662155151367, 'disgust': 0.017750617116689682, 'fearful': 0.07337695360183716, 'happy': 0.37642231583595276, 'sad': 0.06089327856898308, 'surprised': 0.0027820870745927095}","Yes, yes, yes! Yeah, snap."
MATT,00:00:39,00:01:00,happy,"{'angry': 0.07467134296894073, 'calm': 0.009475265629589558, 'disgust': 0.2497878521680832, 'fearful': 0.02881038188934326, 'happy': 0.6268561482429504, 'sad': 0.006427395157516003, 'surprised': 0.003971626050770283}","The content team's working so hard throughout this time to get us back here in a very safe manner. And thank you for your patience, guys, sincerely. This is really exciting. It's not until-- and I'm sure some of you can speak to this, too-- it's not until this is taken from you that you realize how important of a rock it is in your weekly life, let alone daily life and--"
LIAM,00:01:00,00:01:02,happy,"{'angry': 0.002487517660483718, 'calm': 0.06557343900203705, 'disgust': 0.005799108184874058, 'fearful': 0.01529211550951004, 'happy': 0.904401421546936, 'sad': 0.0039545632898807526, 'surprised': 0.0024917807895690203}",Straight up.
MATT,00:01:02,00:01:04,sad,"{'angry': 0.00014046048454474658, 'calm': 0.01742483675479889, 'disgust': 0.0035776696167886257, 'fearful': 0.051589708775281906, 'happy': 0.0005164762260392308, 'sad': 0.9259344935417175, 'surprised': 0.0008163285092450678}",(sighs) I'm so happy to be back here with you guys.
LIAM,00:01:04,00:01:06,disgust,"{'angry': 0.0033575259149074554, 'calm': 0.0029021846130490303, 'disgust': 0.8329859972000122, 'fearful': 0.023789482191205025, 'happy': 0.005777898244559765, 'sad': 0.12992432713508606, 'surprised': 0.0012624531518667936}",Yeah.
TRAVIS,00:01:06,00:01:08,happy,"{'angry': 0.004967319313436747, 'calm': 0.0021986092906445265, 'disgust': 0.015232342295348644, 'fearful': 0.023535823449492455, 'happy': 0.948036789894104, 'sad': 0.0014922330155968666, 'surprised': 0.004536911379545927}",How do we do this? (laughter)
LAURA,00:01:08,00:01:10,sad,"{'angry': 0.000979990465566516, 'calm': 0.0013548019342124462, 'disgust': 0.07712327688932419, 'fearful': 0.25414201617240906, 'happy': 0.0018010922940447927, 'sad': 0.6632499694824219, 'surprised': 0.001348879304714501}",I'm so nervous.
MATT,00:01:10,00:01:14,happy,"{'angry': 0.019046969711780548, 'calm': 0.002630057744681835, 'disgust': 0.11861217767000198, 'fearful': 0.03819414600729942, 'happy': 0.7363181114196777, 'sad': 0.006434474140405655, 'surprised': 0.07876404374837875}",That's the crazy thing about D&D. You just kind of improvise.
MATT,00:01:14,00:01:41,happy,"{'angry': 0.011984329670667648, 'calm': 0.0011187413474544883, 'disgust': 0.0044974032789468765, 'fearful': 0.0043451664969325066, 'happy': 0.967235803604126, 'sad': 0.00020692987891379744, 'surprised': 0.01061156950891018}","Just figure it out, you'll be fine. Quick housekeeping note, we will not be hosting a giveaway at the break, as we have previously. For the time being, at least, we won't be doing that. And we'll let you know whenever that changes. But big thanks to our friends at Wyrmwood for helping us make our break times for the show so epic, for as long as they have been around. We really appreciate it. You guys are awesome. Let's see, we have some announcements. We'll begin-- Sam, you had something you wanted to mention."
SAM,00:01:41,00:01:56,happy,"{'angry': 0.015043634921312332, 'calm': 0.019291317090392113, 'disgust': 0.06049247831106186, 'fearful': 0.15846861898899078, 'happy': 0.7131759524345398, 'sad': 0.025414682924747467, 'surprised': 0.00811333954334259}","Yes, there's no-- (clears throat) There's no sponsor for tonight, but if I don't speak for a minute at the top of the show, I have no purpose in life. (laughter) So rather than wither into a husk, I wrote a poem. (clears throat)"
TRAVIS,00:01:56,00:01:58,disgust,"{'angry': 0.004548879340291023, 'calm': 0.0019092110451310873, 'disgust': 0.7684298753738403, 'fearful': 0.06331000477075577, 'happy': 0.008944078348577023, 'sad': 0.15061348676681519, 'surprised': 0.0022443749476224184}",Oh no.
SAM,00:01:58,00:03:06,happy,"{'angry': 0.09249883890151978, 'calm': 0.0016670008189976215, 'disgust': 0.00964635144919157, 'fearful': 0.00732102245092392, 'happy': 0.8866877555847168, 'sad': 0.00020057189976796508, 'surprised': 0.0019783214665949345}","This isn't an ad. There's no sponsor today, just some friends and some dice, here to laugh and to play. It's scary outside, filled with hard news and strife. But in here, Fjord sails us through a fantasy life, where we battle for gold and drink from a flagon, unless we get snapped up by a turtle or dragon. We know that reality's been quite pernicious, but you made it this far, and we're so glad you're with us. Us in our studio, you safe at home, and though we sit by ourselves, we don't feel alone. We're surrounded by love, of all colors and races, by Pride, by Black Lives, by Critters in all places. So thank you. Thanks to the techies, the staff, and the crew, but most importantly, thank you to you. While we were gone, you patiently wait. You guys are our antidote. You let us create. And so I raise a glass, and though we can't clink 'em, we can still toast, and we can still drink 'em. (laughter) We love all you Critters, and I'm happy to say, tonight, you're going to watch a really great TPK. (laughter) It's been a while--"
