speaker,start_time,end_time,emotion,scores,text
MATT,00:00:00,00:00:06,happy,"{'angry': 0.004425994120538235, 'calm': 0.004621918313205242, 'disgust': 0.018555721268057823, 'fearful': 0.0317041240632534, 'happy': 0.8866769671440125, 'sad': 0.004516427870839834, 'surprised': 0.04949885606765747}","Hello, everyone, and welcome to tonight's episode of Critical Role. Where us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:06,00:00:09,disgust,"{'angry': 0.0011725198710337281, 'calm': 0.0011690484825521708, 'disgust': 0.5090746879577637, 'fearful': 0.02513430081307888, 'happy': 0.0008654380217194557, 'sad': 0.45991000533103943, 'surprised': 0.0026740399189293385}",We play Dungeons & Dragons!
MATT,00:00:09,00:00:25,happy,"{'angry': 0.01738210953772068, 'calm': 0.000711306871380657, 'disgust': 0.005223090294748545, 'fearful': 0.01584613136947155, 'happy': 0.9490126967430115, 'sad': 0.0003179456398356706, 'surprised': 0.01150661800056696}","If you haven't noticed, we are in our Halloween episode. So yes, before we jump into our announcements, let's go ahead and introduce everyone's fantastic Halloween attire. Let's begin, to my left over here, we have Travis Willingham. Dressed as..."
TRAVIS,00:00:25,00:00:28,happy,"{'angry': 0.002262385096400976, 'calm': 0.008083812892436981, 'disgust': 0.0046144574880599976, 'fearful': 0.027670657262206078, 'happy': 0.5043759346008301, 'sad': 0.006685333792120218, 'surprised': 0.4463074803352356}","(laughs) Hi, Matt!"
MATT,00:00:28,00:00:32,happy,"{'angry': 0.001513611525297165, 'calm': 0.0028147802222520113, 'disgust': 0.0022990070283412933, 'fearful': 0.19849060475826263, 'happy': 0.7904385924339294, 'sad': 0.002502006245777011, 'surprised': 0.0019414564594626427}",Hey buddy. (laughs)
TRAVIS,00:00:32,00:00:51,disgust,"{'angry': 0.007377841509878635, 'calm': 0.001088400254957378, 'disgust': 0.9187530875205994, 'fearful': 0.022712059319019318, 'happy': 0.01740880124270916, 'sad': 0.029694223776459694, 'surprised': 0.002965532010421157}","(Cajun accent) Yeah, I'm Orly. Navigator of the Balleater. Rest in peace. Oh wait, it's over here. (laughter) I got a wicked sleeve and a Cajun tattoo. No, accent. (laughs)"
TALIESIN,00:00:51,00:00:52,disgust,"{'angry': 0.0027554205153137445, 'calm': 0.0006850622012279928, 'disgust': 0.9747981429100037, 'fearful': 0.003022664925083518, 'happy': 0.002653423696756363, 'sad': 0.014634591527283192, 'surprised': 0.0014506819425150752}",Wow.
TRAVIS,00:00:52,00:00:57,disgust,"{'angry': 0.014797139912843704, 'calm': 0.004444131627678871, 'disgust': 0.556892991065979, 'fearful': 0.19504055380821228, 'happy': 0.14462897181510925, 'sad': 0.07592321932315826, 'surprised': 0.008272972889244556}","It's really hot in this mask, guys! It's covered in spray paint."
MATT,00:00:57,00:00:59,happy,"{'angry': 0.004752981476485729, 'calm': 0.0012059984728693962, 'disgust': 0.0031728167086839676, 'fearful': 0.008211902342736721, 'happy': 0.9238818883895874, 'sad': 0.00046952045522630215, 'surprised': 0.05830497294664383}",Really fresh spray paint.
TALIESIN,00:00:59,00:01:02,happy,"{'angry': 0.0036419371608644724, 'calm': 0.0024234021548181772, 'disgust': 0.0015943215694278479, 'fearful': 0.004274748731404543, 'happy': 0.9864832758903503, 'sad': 0.00016642198897898197, 'surprised': 0.001416006125509739}",What have you got down there? What is that red thing? That red--
TRAVIS,00:01:02,00:01:16,fearful,"{'angry': 0.0009657731279730797, 'calm': 0.009707475081086159, 'disgust': 0.03548556938767433, 'fearful': 0.4535530209541321, 'happy': 0.04097925126552582, 'sad': 0.4173187017440796, 'surprised': 0.041990239173173904}","Oh, this? Oh, well, he plays the bagpipes. (bagpipes squealing) (laughter)"
MATT,00:01:16,00:01:20,sad,"{'angry': 0.0011507607996463776, 'calm': 0.0015789205208420753, 'disgust': 0.05529322847723961, 'fearful': 0.4111969470977783, 'happy': 0.0027963982429355383, 'sad': 0.5268004536628723, 'surprised': 0.0011833161115646362}",Holy shit! (laughs)
