speaker,start_time,end_time,reason
TALIESIN,00:02:08,00:02:08,invalid_range
"LAURA, SAM",00:02:32,00:02:32,invalid_range
LAURA,00:02:34,00:02:34,invalid_range
TRAVIS,00:03:18,00:03:18,invalid_range
SAM,00:03:43,00:03:43,invalid_range
ASHLEY,00:03:53,00:03:53,invalid_range
TRAVIS,00:03:57,00:03:57,invalid_range
LAURA,00:05:39,00:05:39,invalid_range
SAM,00:05:57,00:05:57,invalid_range
TRAVIS,00:06:19,00:06:19,invalid_range
TRAVIS,00:06:21,00:06:21,invalid_range
MARISHA,00:06:49,00:06:49,invalid_range
MARISHA,00:06:51,00:06:51,invalid_range
MATT,00:07:02,00:07:02,invalid_range
SAM,00:07:05,00:07:05,invalid_range
TRAVIS,00:07:15,00:07:15,invalid_range
MATT,00:08:59,00:08:59,invalid_range
LIAM,00:09:01,00:09:01,invalid_range
TRAVIS,00:12:38,00:12:38,invalid_range
SAM,00:12:47,00:12:47,invalid_range
TRAVIS,00:13:00,00:13:00,invalid_range
TALIESIN,00:13:10,00:13:10,invalid_range
LAURA,00:13:33,00:13:33,invalid_range
TALIESIN,00:13:42,00:13:42,invalid_range
TRAVIS,00:14:08,00:14:08,invalid_range
SAM,00:14:43,00:14:43,invalid_range
TRAVIS,00:14:46,00:14:46,invalid_range
TALIESIN,00:14:49,00:14:49,invalid_range
SAM,00:15:35,00:15:35,invalid_range
SAM,00:15:38,00:15:38,invalid_range
SAM,00:15:56,00:15:56,invalid_range
LAURA,00:17:18,00:17:18,invalid_range
LAURA,00:17:21,00:17:21,invalid_range
MATT,00:18:20,00:18:20,invalid_range
LIAM,00:20:19,00:20:19,invalid_range
MATT,00:20:20,00:20:20,invalid_range
"TRAVIS, SAM",00:20:59,00:20:59,invalid_range
MARISHA,00:21:14,00:21:14,invalid_range
MARISHA,00:21:19,00:21:19,invalid_range
ASHLEY,00:21:42,00:21:42,invalid_range
LAURA,00:21:58,00:21:58,invalid_range
"LAURA, TALIESIN",00:22:50,00:22:50,invalid_range
TRAVIS,00:24:17,00:24:17,invalid_range
LAURA,00:24:27,00:24:27,invalid_range
MARISHA,00:24:49,00:24:49,invalid_range
SAM,00:25:32,00:25:32,invalid_range
MATT,00:25:42,00:25:42,invalid_range
SAM,00:25:47,00:25:47,invalid_range
LAURA,00:25:58,00:25:58,invalid_range
MARISHA,00:26:08,00:26:08,invalid_range
TRAVIS,00:26:16,00:26:16,invalid_range
TRAVIS,00:26:24,00:26:24,invalid_range
LAURA,00:26:25,00:26:25,invalid_range
SAM,00:26:31,00:26:31,invalid_range
TRAVIS,00:26:43,00:26:43,invalid_range
LAURA,00:26:50,00:26:50,invalid_range
SAM,00:27:02,00:27:02,invalid_range
LAURA,00:27:22,00:27:22,invalid_range
TALIESIN,00:27:24,00:27:24,invalid_range
SAM,00:27:33,00:27:33,invalid_range
ASHLEY,00:27:44,00:27:44,invalid_range
LAURA,00:27:53,00:27:53,invalid_range
ASHLEY,00:28:11,00:28:11,invalid_range
TRAVIS,00:28:32,00:28:32,invalid_range
LAURA,00:29:35,00:29:35,invalid_range
TRAVIS,00:30:00,00:30:00,invalid_range
TRAVIS,00:30:19,00:30:19,invalid_range
TRAVIS,00:30:47,00:30:47,invalid_range
TALIESIN,00:31:14,00:31:14,invalid_range
MARISHA,00:31:43,00:31:43,invalid_range
LAURA,00:32:47,00:32:47,invalid_range
LAURA,00:32:49,00:32:49,invalid_range
TRAVIS,00:32:51,00:32:51,invalid_range
SAM,00:33:21,00:33:21,invalid_range
MATT,00:33:24,00:33:24,invalid_range
LAURA,00:33:49,00:33:49,invalid_range
LIAM,00:33:50,00:33:50,invalid_range
LIAM,00:33:56,00:33:56,invalid_range
LAURA,00:33:59,00:33:59,invalid_range
LAURA,00:35:14,00:35:14,invalid_range
LAURA,00:35:20,00:35:20,invalid_range
LIAM,00:35:42,00:35:42,invalid_range
TRAVIS,00:35:54,00:35:54,invalid_range
LAURA,00:36:00,00:36:00,invalid_range
MATT,00:36:07,00:36:07,invalid_range
LIAM,00:37:13,00:37:13,invalid_range
LIAM,00:37:20,00:37:20,invalid_range
SAM,00:37:31,00:37:31,invalid_range
TALIESIN,00:37:54,00:37:54,invalid_range
TALIESIN,00:38:16,00:38:16,invalid_range
TRAVIS,00:38:20,00:38:20,invalid_range
MARISHA,00:40:01,00:40:01,invalid_range
LAURA,00:40:06,00:40:06,invalid_range
TALIESIN,00:40:10,00:40:10,invalid_range
ASHLEY,00:40:15,00:40:15,invalid_range
TRAVIS,00:41:00,00:41:00,invalid_range
